Title,Authors,Journal,Year,Volume,Issue,Pages,DOI,Abstract,Keywords
PSYCHOLOGICAL DETERMINANTS OF BOUNDED RATIONALITY: IMPLICATIONS FOR DECISION‐MAKING STRATEGIES,"Taylor, R. N.",Decision Sciences,1975,6,3,409-429,10.1111/j.1540-5915.1975.tb01031.x,"In this paper the implications of cognitive strain for decision‐making effectiveness are explored. Literature concerning the psychological processes of decisionmakers which underlie the operation of cognitive strain and which predispose them to the effects of cognitive strain, is reviewed. Next, the impact of cognitive strain on narrowly constraining or “bounding” rational decision‐making is examined, and the choice strategies of satisficing and incrementalizing are criticized as failing to broaden the bounds of rational decision‐making. Finally, elements of an eclectic choice strategy designed to assist decision‐makers handle the informational demands of complex decision problems are discussed. Copyright © 1975, Wiley Blackwell. All rights reserved",
Enterprise imaging: planning and business justification,"Avrin, D.; Hou, S. W.",Acad Radiol,2012,19,2,214-20,10.1016/j.acra.2011.10.016,"To evaluate financial performance, academic radiology departments most often measure examination volume and general technical and professional expenses. Although these metrics are not standardized, their frequency of use reflects that productivity and financial health are high priorities for academic radiology departments across the United States. In this article, we discuss both of these topics, in the context of projects to expand services, particularly those with an information technology (IT) component. First, we discuss several informatics innovations that increase productivity or expand service. Second, we explain core financial analysis concepts applicable to radiology departments. Third, we discuss the unique challenge of evaluating a potential IT project for an academic radiology department, when intangible benefits are difficult to quantify. Financial models are only one of several components used for guidance in strategic decisions, but are crucial to building a business case that justifies the initial or capital investment as well as startup and ongoing operational expenses.","Academic Medical Centers/*economics; Access to Information; Communication; Decision Support Techniques; Documentation; Efficiency, Organizational/economics; Financial Management, Hospital/*economics; Health Services Research; Humans; Radiology Department, Hospital/*economics; Radiology Information Systems/economics; United States"
A validation of the Oswestry Spinal Risk Index,"Whitehouse, S.; Stephenson, J.; Sinclair, V.; Gregory, J.; Tambe, A.; Verma, R.; Siddique, I.; Saeed, M.",Eur Spine J,2016,25,1,247-251,10.1007/s00586-014-3665-4,PURPOSE: The purpose of this study was to validate the Oswestry Spinal Risk Index (OSRI) in an external population. The OSRI predicts survival in patients with metastatic spinal cord compression (MSCC). METHODS: We analysed the data of 100 patients undergoing surgical intervention for MSCC at a tertiary spinal unit and recorded the primary tumour pathology and Karnofsky performance status to calculate the OSRI. Logistic regression models and survival plots were applied to the data in accordance with the original paper. RESULTS: Lower OSRI scores predicted longer survival. The OSRI score predicted survival accurately in 74% of cases (p = 0.004). CONCLUSIONS: Our study has found that the OSRI is a significant predictor of survival at levels similar to those of the original authors and is a useful and simple tool in aiding complex decision making in patients presenting with MSCC.,"Adult; Aged; Aged, 80 and over; Breast Neoplasms/*pathology; Clinical Decision-Making/*methods; *Decision Support Techniques; Female; Humans; Lung Neoplasms/*pathology; Male; Middle Aged; Prognosis; Retrospective Studies; Risk Assessment; Spinal Cord Compression/*etiology/surgery; Spinal Neoplasms/complications/*mortality/*secondary/surgery; Metastases; Spinal cord compression; Spine; Survival"
The Value of Prognostic Screening for Patients With Low Back Pain in Secondary Care,"Karran, E. L.; Traeger, A. C.; McAuley, J. H.; Hillier, S. L.; Yau, Y. H.; Moseley, G. L.",J Pain,2017,18,6,673-686,10.1016/j.jpain.2016.12.020,"Prognostic screening in patients with low back pain (LBP) offers a practical approach to guiding clinical decisions. Whether screening is helpful in secondary care is unclear. This prospective cohort study in adults with LBP placed on outpatient clinic waiting lists, compared the performance of the short-form Orebro Musculoskeletal Pain Screening Questionnaire, the Predicting the Inception of Chronic Pain Tool, and the STarT Back Tool. We assessed predictive validity for outcome at 4-month follow-up, by calculating estimates of discrimination, calibration, and overall performance. We applied a decision curve analysis approach to describe the clinical value of screening in this setting via comparison with a 'treat-all' strategy. Complete data were available for 89% of enrolled participants (n = 195). Eighty-four percent reported 'poor outcome' at follow-up. The area under the receiver operating characteristic curve (95% confidence interval) was .66 (.54-.78) for the Orebro Musculoskeletal Pain Screening Questionnaire, .61 (.49-.73) for the Predicting the Inception of Chronic Pain Tool, and .69 (.51-.80) for the STarT Back Tool. All instruments were miscalibrated and underestimated risk. The decision curve analysis indicated that, in this setting, prognostic screening does not add value over and above a treat-all approach. The potential for LBP patients to be misclassified using screening and the high incidence of nonrecovery indicate that care decisions should be made with the assumption that all patients are 'at risk.' PERSPECTIVE: This article presents a head-to-head comparison of 3 LBP screening instruments in a secondary care setting. Early patient screening is likely to hold little clinical value in this setting and care pathways that consider all patients at risk of a poor outcome are suggested to be most appropriate.",Area Under Curve; Calibration; Clinical Decision-Making; Decision Support Techniques; Female; Follow-Up Studies; Humans; Longitudinal Studies; Low Back Pain/*diagnosis/therapy; Male; Middle Aged; Pain Measurement/*methods; Prognosis; Prospective Studies; ROC Curve; *Secondary Care/methods; Surveys and Questionnaires; Low back pain; predictive validity; prognostic screening
Clinical Application and Further Development of Augmented Reality Guidance for the Surgical Localization of Pediatric Chest Wall Tumors,"van der Woude, R.; Fitski, M.; van der Zee, J. M.; van de Ven, C. P.; Bökkerink, G. M. J.; Wijnen, Mhwa; Meulstee, J. W.; van Doormaal, T. P. C.; Siepel, F. J.; van der Steeg, A. F. W.",J Pediatr Surg,2024,59,8,1549-1555,10.1016/j.jpedsurg.2024.02.023,"BACKGROUND: Surgical treatment of pediatric chest wall tumors requires accurate surgical planning and tumor localization to achieve radical resections while sparing as much healthy tissue as possible. Augmented Reality (AR) could facilitate surgical decision making by improving anatomical understanding and intraoperative tumor localization. We present our clinical experience with the use of an AR system for intraoperative tumor localization during chest wall resections. Furthermore, we present the pre-clinical results of a new registration method to improve our conventional AR system. METHODS: From January 2021, we used the HoloLens 2 for pre-incisional tumor localization during all chest wall resections inside our center. A patient-specific 3D model was projected onto the patient by use of a five-point registration method based on anatomical landmarks. Furthermore, we developed and pre-clinically tested a surface matching method to allow post-incisional AR guidance by performing registration on the exposed surface of the ribs. RESULTS: Successful registration and holographic overlay were achieved in eight patients. The projection seemed most accurate when landmarks were positioned in a non-symmetric configuration in proximity to the tumor. Disagreements between the overlay and expected tumor location were mainly due to user-dependent registration errors. The pre-clinical tests of the surface matching method proved the feasibility of registration on the exposed ribs. CONCLUSIONS: Our results prove the applicability of AR guidance for the pre- and post-incisional localization of pediatric chest wall tumors during surgery. The system has the potential to enable intraoperative 3D visualization, hereby facilitating surgical planning and management of chest wall resections. LEVEL OF EVIDENCE: IV TYPE OF STUDY: Treatment Study.","Humans; *Thoracic Wall/surgery; *Thoracic Neoplasms/surgery/pathology; *Augmented Reality; Child; Surgery, Computer-Assisted/methods; Female; Male; Imaging, Three-Dimensional; Child, Preschool; Adolescent; Augmented reality; Chest wall resections; Point-based registration; Surface matching; Tumor localization"
Improving the Prognostic Evaluation Precision of Hospital Outcomes for Heart Failure Using Admission Notes and Clinical Tabular Data: Multimodal Deep Learning Model,"Gao, Z.; Liu, X.; Kang, Y.; Hu, P.; Zhang, X.; Yan, W.; Yan, M.; Yu, P.; Zhang, Q.; Xiao, W.; Zhang, Z.",J Med Internet Res,2024,26,,e54363,10.2196/54363,"BACKGROUND: Clinical notes contain contextualized information beyond structured data related to patients' past and current health status. OBJECTIVE: This study aimed to design a multimodal deep learning approach to improve the evaluation precision of hospital outcomes for heart failure (HF) using admission clinical notes and easily collected tabular data. METHODS: Data for the development and validation of the multimodal model were retrospectively derived from 3 open-access US databases, including the Medical Information Mart for Intensive Care III v1.4 (MIMIC-III) and MIMIC-IV v1.0, collected from a teaching hospital from 2001 to 2019, and the eICU Collaborative Research Database v1.2, collected from 208 hospitals from 2014 to 2015. The study cohorts consisted of all patients with critical HF. The clinical notes, including chief complaint, history of present illness, physical examination, medical history, and admission medication, as well as clinical variables recorded in electronic health records, were analyzed. We developed a deep learning mortality prediction model for in-hospital patients, which underwent complete internal, prospective, and external evaluation. The Integrated Gradients and SHapley Additive exPlanations (SHAP) methods were used to analyze the importance of risk factors. RESULTS: The study included 9989 (16.4%) patients in the development set, 2497 (14.1%) patients in the internal validation set, 1896 (18.3%) in the prospective validation set, and 7432 (15%) patients in the external validation set. The area under the receiver operating characteristic curve of the models was 0.838 (95% CI 0.827-0.851), 0.849 (95% CI 0.841-0.856), and 0.767 (95% CI 0.762-0.772), for the internal, prospective, and external validation sets, respectively. The area under the receiver operating characteristic curve of the multimodal model outperformed that of the unimodal models in all test sets, and tabular data contributed to higher discrimination. The medical history and physical examination were more useful than other factors in early assessments. CONCLUSIONS: The multimodal deep learning model for combining admission notes and clinical tabular data showed promising efficacy as a potentially novel method in evaluating the risk of mortality in patients with HF, providing more accurate and timely decision support.","Humans; *Heart Failure/mortality/therapy; *Deep Learning; Male; Female; Prognosis; Aged; Retrospective Studies; Middle Aged; Electronic Health Records; Hospitalization/statistics & numerical data; Hospital Mortality; Aged, 80 and over; admission notes; cardiac; cardiology; clinical tabular data; deep learning; documentation; heart; heart failure; machine learning; mortality prediction; multimodal deep learning; notes; predict; prediction; predictions; predictive; prognoses; prognostic; tabular"
"Decent work in nursing: Relationship between nursing work environment, job satisfaction, and physical and mental health","Sönmez, B.; Yıldız Keskin, A.; İspir Demir, Ö; Emiralioğlu, R.; Güngör, S.",Int Nurs Rev,2023,70,1,78-88,10.1111/inr.12771,"AIM: To examine the relationship between nursing work environment, nurses' perception of decent work, job satisfaction, and physical and mental health. BACKGROUND: According to the psychology of working theory, work-related and overall well-being levels of employees with decent work increase as their basic needs are met. METHODS: This study was conducted as a cross-sectional, correlational study. The study sample consisted of 311 nurses working in two hospitals in a province of Turkey. The participants were selected using convenience sampling method. The model of the research was analyzed using structural equation modeling. This study was reported using the STROBE checklist for cross-sectional studies. RESULTS: The four dimensions of the nursing work environment were found to have a significant relationship with decent work. Decent work was found to have a direct relationship with physical and mental health. It had an indirect relationship between three subscales of work environment and physical and mental health, however, decent work had no significant relationship with job satisfaction. CONCLUSIONS: The findings of this study indicated the role of decent work environment and its relationship with nurses' physical and mental health. IMPLICATIONS FOR NURSING AND HEALTH POLICY: Nurse managers, policy makers, and decision-makers at all levels should improve nursing work environment and working conditions.","Humans; *Working Conditions; Job Satisfaction; Cross-Sectional Studies; Mental Health; *Nursing Staff, Hospital/psychology; Surveys and Questionnaires; Covid-19; decent work; nursing work environment; physical health"
Planning birth centres,"Linder-Pelz, S.; Schmiede, A.",Aust Health Rev,1988,11,3,211-7,,"This paper draws attention to the different definitions of 'birth centre', and the lack of consensus regarding the physical and organisational characteristics that distinguish a birth centre from conventional labour suites. Two case studies of decision-making about the location of a new birth centre are presented; they illustrate the need to take account of the views of each client and professional group concerned. The need for integrating organisational development with physical planning procedures is emphasised.","Australia; *Decision Making, Organizational; Delivery Rooms/*organization & administration; Female; *Hospital Planning; Humans; Operating Rooms/*organization & administration; Planning Techniques; Pregnancy"
The costs of disease,"Young, D. S.; Sachais, B. S.; Jefferies, L. C.",Clin Chem,2000,46,7,955-66,,"BACKGROUND: To date there have been no studies identifying and comparing the component costs to treat a large number of diseases for hospitalized inpatients. METHODS: Hospital costs were analyzed for 486 diagnosis-related groups (DRGs) relating to >1.3 million patient discharges from 60 University Hospital members of the University HealthSystems Consortium. For each DRG, length of stay, total cost, and key cost components were analyzed, including accommodation, intensive care, and surgery. RESULTS: In general, total costs of diseases classified as surgical exceeded those classified as medical. Diseases involving organ transplantation typically cost more than other diseases. However, within the studied population, the two DRGs accounting for most total healthcare dollars were percutaneous cardiovascular procedures and management of neonates with immaturity or respiratory failure. CONCLUSIONS: Considering six key cost components, as well as disease complexity and length of stay, the best predictors of total costs for medical conditions were the length of stay and accommodation (housing, meals, nursing services) costs, whereas for surgical conditions, the best predictor of total costs was laboratory costs. This analysis may be used within an individual institution to identify surgical or medical diagnoses with total or component costs at variance with the group mean. A hospital may focus its cost reduction efforts to make decisions to expand, alter, or eliminate particular clinical programs based on comparison of its own total and component costs with those from other hospitals in the database.","Costs and Cost Analysis; Disease/*economics; *Hospital Charges; *Hospital Costs; Humans; Inpatients; Intensive Care Units/economics; Length of Stay; Surgical Procedures, Operative/economics"
Factors influencing surgical management of proximal humerus fractures: do shoulder and trauma surgeons differ?,"Hao, K. A.; Patch, D. A.; Reed, L. A.; Spitler, C. A.; Horneff, J. G.; Ahn, J.; Strelzow, J. A.; Hebert-Davies, J.; Little, M. T. M.; Krause, P. C.; Johnson, J. P.; King, J. J.",J Shoulder Elbow Surg,2022,31,6,e259-e269,10.1016/j.jse.2021.11.016,"BACKGROUND: Proximal humerus fractures (PHFs) are managed with open reduction and internal fixation (ORIF), hemiarthroplasty (HA), reverse shoulder arthroplasty (RSA), or nonoperatively. Given the mixed results in the literature, the optimal treatment is unclear to surgeons. The purpose of this study was to survey orthopedic shoulder and trauma surgeons to identify the patient- and fracture-related characteristics that influence surgical decision-making. METHODS: We distributed a 23-question closed-response email survey to members of the American Shoulder and Elbow Surgeons and Orthopaedic Trauma Association. Questions posed to respondents included demographics, surgical planning, indications for ORIF and arthroplasty, and the use of surgical augmentation with ORIF. Numerical and multiple-choice responses were compared between shoulder and trauma surgeons using unpaired t-tests and χ(2) tests, respectively. RESULTS: Respondents included 172 shoulder and 78 trauma surgeons. When surgery is indicated, most shoulder and trauma surgeons treat 2-part (69%) and 3-part (53%) PHFs with ORIF. Indications for managing PHFs with arthroplasty instead of ORIF include an intra-articular fracture (82%), bone quality (76%), age (72%), and previous rotator cuff dysfunction (70%). In patients older than 50 years, 90% of respondents cited a head-split fracture as an indication for arthroplasty. Both shoulder and trauma surgeons preferred RSA for treating PHFs presenting with a head-split fracture in an elderly patient (94%), pre-existing rotator cuff tear (84%), and pre-existing glenohumeral arthritis with an intact cuff (75%). Similarly, both groups preferred ORIF for PHFs in young patients with a fracture dislocation (94%). In contrast, although most trauma surgeons preferred to manage PHFs in low functioning patients with a significantly displaced fracture or nonreconstructable injury nonoperatively (84% and 86%, respectively), shoulder surgeons preferred either RSA (44% and 46%, respectively) or nonoperative treatment (54% and 49%, respectively) (P < .001). Similarly, although trauma surgeons preferred to manage PHFs in young patients with a head-split fracture or limited humeral head subchondral bone with ORIF (98% and 87%, respectively), shoulder surgeons preferred either ORIF (54% and 62%, respectively) or HA (43% and 34%, respectively) (P < .001). CONCLUSIONS: ORIF and HA are preferred for treating simple PHFs in young patients with good bone quality or fracture dislocations, whereas RSA and nonoperative management are preferred for complex fractures in elderly patients with poor bone quality, rotator cuff dysfunction, or osteoarthritis. The preferred management differed between shoulder and trauma surgeons for half of the common PHF presentations, highlighting the need for future research.","Aged; *Arthroplasty, Replacement, Shoulder/methods; *Hemiarthroplasty; Humans; Humeral Head/surgery; Shoulder/surgery; *Shoulder Fractures/surgery; *Shoulder Joint/surgery; *Surgeons; Treatment Outcome; Orif; Rsa; Reverse shoulder arthroplasty; hemiarthroplasty; nonoperative; open reduction and internal fixation; survey"
Management of pelvic stones larger than 20 mm: laparoscopic transperitoneal pyelolithotomy or percutaneous nephrolithotomy?,"Meria, P.; Milcent, S.; Desgrandchamps, F.; Mongiat-Artus, P.; Duclos, J. M.; Teillac, P.",Urol Int,2005,75,4,322-6,10.1159/000089167,"Large pelvic stones are frequently managed with percutaneous nephrolithotomy (PCNL) but laparoscopic transperitoneal pyelolithotomy (LTP) can be an alternative. We compared PCNL and LTP for the treatment of pelvic stones >20 mm in diameter. PATIENTS AND METHODS: Between November 1999 and November 2004, 16 consecutive patients, mean age 42, with a single pelvic stone >20 x 10 mm (group I), underwent LTP as first-line treatment or after shockwave lithotripsy failure. They were compared with a similar population of 16 consecutive patients, mean age 45 (group II), who underwent PCNL for the same indication and were assessed retrospectively. We evaluated operative characteristics, complications, and results for each technique. RESULTS: There was no difference between the two groups regarding the characteristics of patients and stones. Operative time duration was significantly longer in group I (129 vs. 75 min; p = 0.001) and conversion was required in 2 patients (12%). The main postoperative complications were urinary leakage (2 patients, 12%) in group I and bleeding (3 patients, 18%) in group II, but only 1 required blood transfusion. Mean hospital stay was respectively 6.5 and 5.6 days in groups I and II (p = 0.17). Stone-free rates were assessed at 3 months and were not different between group I and group II (88 vs. 82%). CONCLUSIONS: The operative time of LTP is longer and the results of both techniques are comparable but postoperative morbidity is different. Specific indications of each technique must be determined although PCNL remains the gold standard for most large pelvic stones.","Adult; Aged; *Decision Making; Follow-Up Studies; Humans; Kidney Calculi/diagnostic imaging/*surgery; Laparoscopy/*methods; Length of Stay; Middle Aged; Nephrostomy, Percutaneous/*methods; Peritoneal Cavity/surgery; Radiography; Retrospective Studies; Severity of Illness Index; Treatment Outcome"
Readiness of Ghanaian health facilities to deploy a health insurance claims management software (CLAIM-it),"Abekah-Nkrumah, G.; Antwi, M.; Attachey, A. Y.; Janssens, W.; Rinke de Wit, T. F.",Plos One,2022,17,10,e0275493,10.1371/journal.pone.0275493,"INTRODUCTION: Inadequate, inefficient and slow processing of claims are major contributors to the cost of health insurance schemes, and therefore undermining their sustainability. This study uses the Technology, Organisation and Environment (TOE) framework to examine the preparedness of health facilities of the Christian Health Association of Ghana (CHAG) to implement a digital mobile health insurance claims processing software (CLAIM-it), which aims to increase efficiency. METHODS: The study used a cross-sectional mixed method design to collect data (technology and human capital capacity and baseline operational performance of claims management) from a sample of 20 CHAG health facilities across Ghana. While quantitative data was analysed using simple descriptive statistics statistics (frequencies, mean, minimum and maximum values), qualitative interviews were recorded, transcribed and abstracted into two major themes that were reported to re-enforce the quantitative findings. RESULTS: The quantitative results revealed challenges including inadequate computers and accessories, adequate numbers and skills for claims processing, poor intranets and internet access, absence of a robust post-implementation support system and inadequate standard operating procedures (SOPs) for seamless automation of claims processing. In addition to the above, the qualitative results emphasised the need to make CLAIM-it more flexible and capable of being integrated into third-party softwares. Notwithstanding the challenges, decision-makers in CHAG health facilities see the CLAIM-it software as having better functionality and superior capabilities compared to existing claims processing systems in Ghana. CONCLUSION: Notwithstanding the challenges, the CLAIM-it software is more likely to be adopted by decision-makers, given the positive perception in terms of superior functionality. It is important that key actors in claims management at the National Health Insurance collaborate with relevant stakeholders to adopt the CLAIM-it software for claims processing and management in Ghana.","Cross-Sectional Studies; Ghana; *Health Facilities; Humans; Insurance, Health; *National Health Programs; Software"
On-site occupational health nursing services: estimating the net savings: Part II,"Davidson, G.; Widtfeldt, A.; Bey, J.",Aaohn j,1992,40,5,242-9,,1. A primary management use of this quantitative assessment model is to estimate the overall net cost savings from operating an entire on-site occupational health nursing program. 2. Another management use of this model is to estimate the net cost savings contributed by individual occupational health nursing services included in the on-site program. 3. The exclusive focus of the model on the net cost savings arising from the direct substitution of on-site for off-site occupational health nursing services can be extended with the application of a break even analysis. 4. A sensitivity analysis can be applied to factors of the model to help overcome the effects of substantial uncertainty concerning their estimates.,"*Cost Savings; Decision Support Techniques; Humans; *Models, Econometric; Occupational Health Services/*economics/standards"
Development of image-based decision support systems utilizing information extracted from radiological free-text report databases with text-based transformers,"Nowak, S.; Schneider, H.; Layer, Y. C.; Theis, M.; Biesner, D.; Block, W.; Wulff, B.; Attenberger, U. I.; Sifa, R.; Sprinkart, A. M.",Eur Radiol,2024,34,5,2895-2904,10.1007/s00330-023-10373-0,"OBJECTIVES: To investigate the potential and limitations of utilizing transformer-based report annotation for on-site development of image-based diagnostic decision support systems (DDSS). METHODS: The study included 88,353 chest X-rays from 19,581 intensive care unit (ICU) patients. To label the presence of six typical findings in 17,041 images, the corresponding free-text reports of the attending radiologists were assessed by medical research assistants (""gold labels""). Automatically generated ""silver"" labels were extracted for all reports by transformer models trained on gold labels. To investigate the benefit of such silver labels, the image-based models were trained using three approaches: with gold labels only (M(G)), with silver labels first, then with gold labels (M(S/G)), and with silver and gold labels together (M(S+G)). To investigate the influence of invested annotation effort, the experiments were repeated with different numbers (N) of gold-annotated reports for training the transformer and image-based models and tested on 2099 gold-annotated images. Significant differences in macro-averaged area under the receiver operating characteristic curve (AUC) were assessed by non-overlapping 95% confidence intervals. RESULTS: Utilizing transformer-based silver labels showed significantly higher macro-averaged AUC than training solely with gold labels (N = 1000: M(G) 67.8 [66.0-69.6], M(S/G) 77.9 [76.2-79.6]; N = 14,580: M(G) 74.5 [72.8-76.2], M(S/G) 80.9 [79.4-82.4]). Training with silver and gold labels together was beneficial using only 500 gold labels (M(S+G) 76.4 [74.7-78.0], M(S/G) 75.3 [73.5-77.0]). CONCLUSIONS: Transformer-based annotation has potential for unlocking free-text report databases for the development of image-based DDSS. However, on-site development of image-based DDSS could benefit from more sophisticated annotation pipelines including further information than a single radiological report. CLINICAL RELEVANCE STATEMENT: Leveraging clinical databases for on-site development of artificial intelligence (AI)-based diagnostic decision support systems by text-based transformers could promote the application of AI in clinical practice by circumventing highly regulated data exchanges with third parties. KEY POINTS: • The amount of data from a database that can be used to develop AI-assisted diagnostic decision systems is often limited by the need for time-consuming identification of pathologies by radiologists. • The transformer-based structuring of free-text radiological reports shows potential to unlock corresponding image databases for on-site development of image-based diagnostic decision support systems. • However, the quality of image annotations generated solely on the content of a single radiology report may be limited by potential inaccuracies and incompleteness of this report.","Humans; *Decision Support Systems, Clinical; *Radiography, Thoracic/methods; Databases, Factual; Radiology Information Systems; Intensive Care Units; Deep learning; Radiology; Thorax"
Clinical experience with the ATS 3f Enable® Sutureless Bioprosthesis,"Martens, S.; Sadowski, J.; Eckstein, F. S.; Bartus, K.; Kapelak, B.; Sievers, H. H.; Schlensak, C.; Carrel, T.",Eur J Cardiothorac Surg,2011,40,3,749-55,10.1016/j.ejcts.2010.12.068,"OBJECTIVE: The ATS 3f Enable® Bioprosthesis is a self-expanding valve with a tubular design that allows for decreased leaflet stress and preservation of aortic sinuses. We report the midterm results of a prospective, multicenter clinical study evaluating the safety and efficacy of this stented bioprosthesis in patients undergoing isolated aortic valve replacement with or without concomitant procedures. METHODS: A total of 140 patients (mean age: 76 ± 6 years; 63% of patients in New York Heart Association (NYHA) stage III-IV) received the ATS 3f Enable(®) Bioprosthesis in 10 European centers between March 2007 and December 2009. The total accumulated follow-up is 121.8 patient-years. RESULTS: Valve implantation resulted in significant improvement of patients' symptoms. Mean systolic gradient was 9.04 ± 3.56 and 8.62 ± 3.16 mm Hg with mean effective orifice area of 1.69 ± 0.52 and 1.67 ± 0.44 at 6 months and 1 year, respectively. No significant transvalvular aortic regurgitation was observed. Early complications included three major paravalvular leaks (PVL; 2.1%) resulting in valve explantation and one thrombo-embolic (0.7%) event. All, but one, of the early PVLs were evident intra-operatively with the medical decision made not to reposition or resolve immediately. Late adverse events included three explantations (2.5% per patient-year): one due to PVL and two due to endocarditis. There was an additional case of late endocarditis (0.8% per patient-year) that resolved by medical management. No structural deterioration, valve-related thrombosis or hemolysis was documented. CONCLUSIONS: The sutureless valve implantation technique is feasible and safe with the ATS 3f Enable Bioprosthesis. Valve implantation resulted in excellent hemodynamics and significant clinical improvement. Overall, these data confirm the safety and clinical utility of the Enable® Bioprosthesis for aortic valve replacement.","Aged; Aged, 80 and over; Aortic Valve/*surgery; Aortic Valve Insufficiency/physiopathology/surgery; Aortic Valve Stenosis/physiopathology/surgery; *Bioprosthesis; Epidemiologic Methods; Female; *Heart Valve Prosthesis; Heart Valve Prosthesis Implantation/adverse effects/*methods; Hemodynamics/physiology; Humans; Male; Prospective Studies; Prosthesis Design; Rheumatic Heart Disease/physiopathology/surgery; Stents; Sutures; Treatment Outcome"
Blockchain technology adoption for secured and carbon neutral logistics operations: barrier intensity index framework,"Gupta, A.; Singh, R. K.; Kamal, M. M.",Annals of Operations Research,2024,,,34,10.1007/s10479-024-05824-w,"Around 196 countries committed to become part of United Nation's Framework Convention on Climate Change (UNFCC) through Paris Agreement and pledged to achieve carbon neutrality goals by 2050. The organizations have recognised the importance of digital technologies for achieving sustainable goals. To accelerate the transition to low-carbon energy systems, to best of author's knowledge, this is the first attempt which addresses issues of BCT for decarbonization in logistics sector in developing economy using theories like TOE (technological, organizational and environmental) and IRT (Innovation resistance theory). A comprehensive literature review was undertaken using PRISMA to recognise the barriers linked to the blockchain technology adoption for reducing carbon emissions. To prioritize these barriers, inputs from ten experts belonging to different industry verticals and academics were taken. Ordinal Priority approach (OPA) is used to prioritise them. Further, the cause-and-effect relationship among the listed barriers is established using Decision-Making Trial and Evaluation Laboratory (DEMATEL) technique. A real-life case illustration on Indian logistics company has been considered and the barrier intensity index is computed using Graph Theory Matrix approach (GTMA) for the case company. The results suggest that 'Organizational Barriers' are the most crucial category of barriers followed by 'Environmental Barriers'. The results also show that the organizational barriers and environmental barriers belong to the cause group whereas technical and risk barriers are the part of the effect group. Based on the findings of GTMA, it has been observed that the overall barrier intensity index for the case company lies close to the centre of the worst and best theoretical values. The intensity index value will help case company to position themselves properly to formulate new strategies for secured and carbon neutral operations. Researchers and supply chain practitioners can devise new strategies and policies for achieving net zero goals by understanding the interplay between blockchain technology, organizational policies, and environmental outcomes. This research work can contribute to provide distinct perspective to look upon the BCT adoption issues in developing countries and can assist logistics industry stakeholders to plan and design new integrated BCT systems with carbon reduction initiatives.",Blockchain technology; Net zero goals; Carbon neutrality; Sustainability; Logistics; Ordinal priority approach (OPA); DEMATEL; GTMA; supply chain management; circular economy; opportunities; drivers; delphi; Operations Research & Management Science
Development and Validation of a Natural Language Processing Model to Identify Low-Risk Pulmonary Embolism in Real Time to Facilitate Safe Outpatient Management,"Amin, K. D.; Weissler, E. H.; Ratliff, W.; Sullivan, A. E.; Holder, T. A.; Bury, C.; Francis, S.; Theiling, B. J.; Hintze, B.; Gao, M.; Nichols, M.; Balu, S.; Jones, W. S.; Sendak, M.",Ann Emerg Med,2024,84,2,118-127,10.1016/j.annemergmed.2024.01.036,"STUDY OBJECTIVE: This study aimed to (1) develop and validate a natural language processing model to identify the presence of pulmonary embolism (PE) based on real-time radiology reports and (2) identify low-risk PE patients based on previously validated risk stratification scores using variables extracted from the electronic health record at the time of diagnosis. The combination of these approaches yielded an natural language processing-based clinical decision support tool that can identify patients presenting to the emergency department (ED) with low-risk PE as candidates for outpatient management. METHODS: Data were curated from all patients who received a PE-protocol computed tomography pulmonary angiogram (PE-CTPA) imaging study in the ED of a 3-hospital academic health system between June 1, 2018 and December 31, 2020 (n=12,183). The ""preliminary"" radiology reports from these imaging studies made available to ED clinicians at the time of diagnosis were adjudicated as positive or negative for PE by the clinical team. The reports were then divided into development, internal validation, and temporal validation cohorts in order to train, test, and validate an natural language processing model that could identify the presence of PE based on unstructured text. For risk stratification, patient- and encounter-level data elements were curated from the electronic health record and used to compute a real-time simplified pulmonary embolism severity (sPESI) score at the time of diagnosis. Chart abstraction was performed on all low-risk PE patients admitted for inpatient management. RESULTS: When applied to the internal validation and temporal validation cohorts, the natural language processing model identified the presence of PE from radiology reports with an area under the receiver operating characteristic curve of 0.99, sensitivity of 0.86 to 0.87, and specificity of 0.99. Across cohorts, 10.5% of PE-CTPA studies were positive for PE, of which 22.2% were classified as low-risk by the sPESI score. Of all low-risk PE patients, 74.3% were admitted for inpatient management. CONCLUSION: This study demonstrates that a natural language processing-based model utilizing real-time radiology reports can accurately identify patients with PE. Further, this model, used in combination with a validated risk stratification score (sPESI), provides a clinical decision support tool that accurately identifies patients in the ED with low-risk PE as candidates for outpatient management.","Humans; *Pulmonary Embolism/diagnostic imaging/diagnosis; *Natural Language Processing; Male; *Emergency Service, Hospital; Female; Middle Aged; Computed Tomography Angiography; Electronic Health Records; Risk Assessment/methods; Aged; Ambulatory Care; Decision Support Systems, Clinical; Adult; Retrospective Studies"
