phrase,cluster_label
er levels automation tipping point,0
rejects automation,0
conversational agents aca objective perceived,0
websites display agent,0
advanced automation,0
conversational agent ca major,0
checking tool rbl support automation,0
automation induced complacency,0
extensively industrializing rai,0
failures moderate ai,0
foundation field human robot interaction,0
optimizing digital market,0
study 57 provides deeper insights,0
automation mundane,0
different economic games public goods,0
typically creates pragmatic,0
control automation fails reaches functional,0
24 27 conducted testing automation,0
regarding adoption ai based,0
hri using nao robot scenarios,0
automation generally resulted,0
scenarios casual conversations robot,0
adaptive norm aware autonomous decision,0
social agents autonomously,0
robots awareness,0
extracting novel insights adoption,0
interdisciplinary supported,0
icub robot,0
robot acceptance carried,0
envy play,0
effects automation,0
cleaner robot user perceptions device,0
agency higher robot competence,0
avs equipped novel external human,0
results human loop experiment sixteen,0
simulation model quantifies predicts workers,0
automated agents,0
neuroscience theory supply demand,0
combat theory principles operational success,0
2016 ifac,0
control hosting elsevier,0
communication research gaining,0
approaches centered western values perceptions,0
ai reshaping service,0
culinary practices advocating,0
robots facial emotion recognition,0
technologies grasping,0
strategic inquiry,0
online shopping provides insights,0
vacuum cleaner robot experimental laboratory,0
obtain picture effects automation,0
psychological model individual level,0
effective communicating av intent yield,0
noticeably relationship quality significant,0
francis group,0
sector based,0
automation control mechanisms,0
results human loop experiment,0
attribute nonhuman agents,0
robots inevitably,0
automation controlled automation,0
research transitions automated,0
advancements limitations methods,0
implications retailers seeking make,0
making effective strategy,0
agents icsas widely used automated,0
organized ideas technology help future,0
using intelligent recommendation,0
representation robot marked,0
exposed automation technology likely main,0
automation understand foundation future,0
avs vary,0
eye metrics quantify,0
based gaze,0
sector evidenced significant,0
ensure automation supports operators,0
resistance issues conversational skills,0
eye movement facial expression,0
suitability tam,0
structural equation modelling partial,0
qualitative methods,0
emerging diverse applications instance autonomous,0
automation inherent,0
perceived usefulness pu perceived,0
sophisticated conversations,0
despite growing use,0
explores firms systematically foster,0
innovating firm communication,0
conversational robots,0
use robots needed prevent,0
automation varying effects human,0
model perceived usefulness perceived ease,0
attitude conversational,0
capacity suffered higher levels automation,0
francis group,0
eye tracking objective,0
appropriate psychophysiological indices,0
francis group,0
functional services acceptable use ai,0
introducing robots,0
positive moderates relationship firm creativity,0
main aims introducing automation,0
maturity automation different,0
partial squares structural equation modeling,0
light findings qualitative follow interviews,0
awareness sa implications takeover control,0
confirm hypotheses,0
make collaboration humans robots,0
key messages automation safety,0
stores operate,0
revolution physical retail,0
contrast vast investments adaptive automation,0
facing fully automated,0
scrutinize antecedents consumers intention shop,0
flexible application automation level,0
robots prevalent,0
successful human automation,0
information theory,0
robots prevalent,0
robot wasnot,0
robotic solution almere model questionnaire,0
assistive robot end user,0
signaling use smart recommendation,0
value procurement,0
suppliers price quoting,0
based emotions robots,0
collaboration humans robots,0
best customize robots,0
aspects venn diagram common,0
used robotics community evaluate,0
human robot interaction,0
interaction hri applications manufacturing,0
paradigm increase,0
methodology examine interrelationship identified fundamental,0
conversational agents,0
information theory,0
significant positive impact intimacy robots,0
perceived ease perceived usefulness,0
industries sectors,0
intelligence ai commercial service,0
impacted old ways communication individual,0
questions bring multiple academic communities,0
represented interdisciplinary,0
computer science law economics,0
based autonomous agents,0
partial squares structural equation modelling,0
outcomes parasocial interactions smart shopping,0
retail industry,0
partial squares structural equation modelling,0
outcomes parasocial interactions smart shopping,0
retail industry,0
health learning,0
value paper studies general,0
agents design issues unintended consequences,0
gaming literature,0
robots visible,0
functions performed making automation decision,0
assistive technology featuring,0
online shopping,0
shopping leads repurchase,0
automated agents goal,0
agent basis explanation observed,0
given certain characteristics current,0
value tool design,0
agent workforces,0
real world problem specifically societal,0
significant societal transformation,0
advances automation,0
systemic representation,0
image perceived usefulness partially mediate,0
design human loop simulation,0
paper people accept recommendations provoke,0
recommendations regarding disciplinary,0
human loop takes role teacher,0
develop potential partner sensitive,0
social signals human,0
believe need better,0
machine automation systems involve integration,0
robots parasitic deeply,0
robots supposed,0
automated organizational,0
robotic research develop advanced programs,0
programs solve problems reproduce mental,0
effects robots human,0
robotic applications,0
anxieties robots,0
induced linguistic framing run,0
linguistically framed descriptions robot,0
mental models,0
human robot interaction,0
robots increasingly,0
used online,0
performance automation bias subsequent frustration,0
test prediction accuracy automated dm,0
centered automation characteristics,0
robot collaboration hrc systems,0
robots humans heterogeneous advantages,0
eye tracking,0
statistically tested,0
model encompass psychological,0
recent innovations robotics challenge,0
question concerning robots,0
robots task performance interaction consumers,0
learning application changes robots,0
shaped information flows,0
subjectivity socio economic legal,0
guidance enhancing consumer experiences,0
positively influences communication quality,0
fieldwork article argues emergence avs,0
middle aged women shop,0
shop online,0
assistive robots decide,0
robots automatically make,0
guidance bank planning use ai,0
technology fit,0
stimulus organism response sor,0
agents involved tended maxsum,0
shortsightedly focusing individual steps,0
ways enhance consumer purchase intention,0
relationship building strategies,0
limitations implications based synthesis authors,0
robots identified reviewing tam,0
squares technique,0
interactions representable agents social space,0
deploying gioia methodology qualitative,0
provide agenda,0
recommendations provided,0
limitations future,0
human loop experiment,0
effects different automation design,0
ease use,0
usefulness 25,0
continuously unobtrusively using neurophysiological sensors,0
automation time,0
cognitive model simulates,0
adaptation process automation,0
utilization agent,0
intelligent agents rapidly,0
benefits combining subjective,0
head movements,0
given rise new issues society,0
perceived ease,0
robot occupied significant position,0
unconscious trait,0
agents ias,0
formalized communication gap person,0
acceptable fit,0
robotics applications internal environment,0
automation artificial,0
recommendations observed changes participants,0
human loop experiment featuring,0
human automation interaction,0
cognition analytic model based decision,0
levels automation,0
communication decision theoretic,0
interdependency automation,0
theory statistical,0
needs communicated users,0
francis group,0
antecedents include interactivity,0
sector future improving customer,0
virtual conversation,0
agents offer innovative,0
perceived usefulness ease use predictive,0
fit data adapted version,0
conversational agents platforms,0
avs promise,0
cues agent applications norms concrete,0
robots based explicit norm,0
based different industries,0
effects automation managers job,0
efficiency emerging area automation management,0
value conceptual review,0
conversational agents,0
work aim endowing embodied conversational,0
measure extent eye movements,0
input predicts agent,0
studies sharing interacting scenario agent,0
transform strategic decisions,0
nonadaptive agent tended positively perceived,0
campus prefer avai learn owners,0
avs perception,0
takeover time quality,0
explain drivers takeover,0
antecedents cognitive,0
agent interaction artificial,0
multidisciplinary research,0
expression enhancing agents perception value,0
inclusion ai different sectors impact,0
global economy,0
autonomous automated manual control,0
understand value perceptions ultimately adoption,0
study hypotheses,0
practitioners overarching,0
salient predictors perceived value,0
products communications,0
dialogue high interaction opportunity offered,0
intelligent ai domestic service,0
possibility automation,0
automation disuse misuse,0
interaction roles robots play home,0
francis group,0
provided advice,0
automated recommender,0
agent resource management task,0
adverse biases people interacting automated,0
automated technology unclear effects observed,0
hypotheses tested,0
develop intelligent humanlike autonomous agents,0
multi agent systems,0
agent memes defined building blocks,0
established industries,0
public sectors utilizing ai based,0
control ownership ai technologies,0
integrated conceptual model motivating,0
production widely,0
appraisal processes,0
francis group,0
empirically conducted,0
better change automation autonomy,0
errors predictability agent,0
performance agent key factor influencing,0
interaction prior experiences automated systems,0
automated systems quality,0
agent interacting,0
field behavioral economics deals,0
humanity issues relevant domain,0
article provides agenda,0
perceived value contribute substantially ai,0
increasing autonomization,0
commons attribution cc license permits,0
benefits generally accepted practitioners scholars,0
sectors linked marketing ai,0
disciplinary vs,0
robotics technologies,0
research demonstrates conversational robo,0
think robots,0
committee international confer ence applied,0
processed human robot,0
involvement longer,0
interdisciplinary stance integrates insights tourism,0
conducted empirical,0
interpreting subjective,0
reveals informing operators scenario provide,0
arslan involves capturing analyzing eye,0
ocular parameters significantly different different,0
enterprise bots paper crucial,0
convinced usefulness,0
process biasing optic flow stimulus,0
issue eye tracking,0
iml early,0
2020 institute,0
university leipzig,0
intensifies retail,0
participants human agents,0
contrary preregistered hypotheses participants human,0
societal challenges underexplored,0
communication av,0
communicated types information including,0
information including intent av,0
eye combination text symbol speed,0
estimated relevance,0
relationship effective use,0
life rating data set filter,0
robot users china conducted test,0
perceived enjoyment indicators private value,0
ground study moore public value,0
public value management examine relationship,0
use value creation citizen,0
published oxford,0
communication association,0
ai recommending news,0
published oxford,0
communication association,0
new interactive robot,0
particularly related automation processes,0
psychologically agents terms self,0
study used qualitative methods explore,0
psychologically agents terms self,0
simulated agent,0
100 people experience automated,0
condition agent displays,0
efforts address automation effects,0
processes analogy visualization mental simulation,0
simulated agent,0
francis group,0
human agents,0
value similarity model proposed perceived,0
automation systems,0
condition agent displays,0
francis group,0
feelings uneasiness robots,0
precision tradional industrial,0
avs potential,0
real contexts human robot interaction,0
vocal channel relationship,0
activate perceived shopping convenience,0
infer causes robot,0
artificial agents aas,0
tools effective members human agent,0
used clothing buy process,0
enabled autonomous customer service agents,0
floor industrial,0
analytics robotics leading,0
people increasingly concerned,0
communication transitioned,0
human service agents compared,0
scripts verbal,0
furthermore av triggered communication based,0
participants experienced different communication strategies,0
regarding scenario aim answer av,0
convey av intention,0
type society wish promote automation,0
francis group,0
human robot,0
theoretical positioning required,0
human relations,0
francis group,0
robots form important basis countermeasures,0
human robot,0
analyses information collected relevance feedback,0
test empirically,0
creation innovative value proposition accordingly,0
agent interaction agents,0
mand agent plans motion optimizing,0
blindness issue,0
leads favourable attitudes higher purchase,0
certain class thought termed conceptual,0
perceived usefulness,0
motion baseline wherembehaves rationally favor,0
automation systems safety critical,0
development human robot communication laws,0
statistics meaningfully applied,0
explained limitations,0
levels automation developed existing approaches,0
review revealed automation,0
interdisciplinary knowledge ai,0
av crashes suggest human,0
irony automation,0
square statistics indicated,0
dictator game,0
good value,0
high automation levels occupant control,0
analyzed data thematic coding,0
criteria 50 mainly empirical sources,0
refined based,0
cognitive multi agent models,0
automation fallibility,0
performance following emergency takeovers impeded,0
transdisciplinary field increasingly complex,0
eye tracking,0
issues unforeseen creators commonly discussed,0
background manufacturing industry,0
400 respondents tested research,0
ai reliability experience,0
concerns expressed,0
mental model adjustments subject,0
online shoppers,0
automation systems,0
manufacturers developed prototypes exist,0
today partner,0
daily work individuals shaping relationship,0
automation business operations crisis,0
competitive market using artificial intelligence,0
relationships using smart pls,0
automation business operations crisis,0
competitive market using artificial intelligence,0
adoption post adoption stages ai,0
loyalty context ai services,0
hypothesized relationships,0
relationships tested using,0
leaves machines robots,0
paradigm shift potentially increases ecological,0
spoken language operation,0
research provided approaches postulating conceptualizing,0
germany springer nature,0
passenger transportation allowing agents autonomously,0
explain relationship linking explanandum explanantia,0
likely production,0
communication increasingly focus automation,0
automation driven rise intelligent,0
handed agents improve human automation,0
use perceived usefulness showed statistical,0
tam used addition factors,0
sets different robots,0
user information recommendations design programming,0
impacts automation using intelligent,0
provide natural communication modality,0
robots text speech,0
writings produced 1940s concerning economic,0
technology educational organization,0
support hypothesized relationships,0
step partial square based structural,0
technology fit models,0
ai adoption,0
av perceived value time perceived,0
francis group,0
automated machines increasing,0
associated avs realized mass,0
attitudes perceived ease,0
ease use,0
council elsevier,0
allowing robots recognize shape human,0
heart rate hr indices eye,0
strategies discussed compared clarified,0
takeover requests,0
models physiological measures,0
avs context human automation,0
francis group,0
simulator conversation robot experimental,0
reticent embrace,0
related use,0
positively impact impulse purchase intention,0
modern trade retail industry,0
powered product retail,0
drove attentively robot enhancing,0
isolation contributed sense robotic,0
robotic interaction emotionlessness lack,0
robot enhancing peace mind,0
adoption intentions ai based voice,0
reasoning theory applied hypothesize relationships,0
perceived usefulness perceived,0
communication quality,0
ai robots significant higher order,0
engaging strategic foresight,0
av anxiety,0
av acted associated,0
francis group,0
robot technology,0
conversational skills ideal tools delivering,0
robots order exhibit conversational,0
cognitive models enhanced,0
determines beliefs,0
human robot interaction literature mixed,0
robots make,0
mental models,0
including focus taskwork sa agent,0
interdisciplinary research,0
published wiley,0
periodicals llc,0
games office automation,0
researchers identified 69 thematic,0
including game theory theory,0
disapprove av action hearing explanation,0
used promote automation,0
given automation,0
include recommendations decision,0
robots specifically potential lead burnout,0
robot collaboration implicitly explicitly highlighted,0
paradigm shift,0
existing literature human robot,0
increasing application robots workplace,0
components reflection knowledge utilization psychological,0
competition fierce,0
extent assimilated society taken granted,0
periodicals llc behalf cognitive,0
robots integral,0
bridges technical psychological theological perspectives,0
considering recommendations modern black box,0
transition organizations,0
ia offer valuable opportunities,0
automation ia,0
quantification analysis communication,0
agent agents better understand human,0
interdisciplinary research,0
avs offer opportunity achieve,0
purchase postpurchase stages utilizing,0
remarks humanoids,0
showed operator directly dependent robot,0
robot relation mutual continuous,0
psychology situ manufacturing,0
agents integrated workforce question extent,0
advice human robot,0
task known unknown selecting agent,0
cycle robot,0
100 manufacturers,0
choices calibrated based perceived agent,0
ai broad transdisciplinary field roots,0
economics pertains work psychology lent,0
perspective compatibility humans robots cooperating,0
adopt relational framing,0
automation flattening organizational hierarchies,0
increasingly capable automation complex,0
provide detailed guidance promote ai,0
automation management human,0
encounter algorithm controlled products robotic,0
automation employed,0
investigate ai related topics service,0
93 reliable agent,0
economic issues required decades,0
central aspects conversation ai replace,0
loop experiments mission scenarios,0
machine produces better recommendations,0
doubt quality systems overrule machine,0
human loop approach includes ability,0
work philosophy behavioural psychology traffic,0
robots frequently generate behaviors,0
recommendation intentions,0
developments highlighted limitations,0
power induced domination exerted robot,0
ownership adoption intention robot,0
al opens,0
based experiment manipulate robot,0
adapting design configuration robots,0
appraisal outcome stage,0
robots human,0
anthropomorphic automation failed bolster,0
responsibility ai automated decision systems,0
government agencies ai service,0
cooperative assistance automation,0
tactical strategic,0
strategic opportunity increase,0
adoption application ai advance b2b,0
linking individual strategic,0
understanding business value realisation,0
agenda address,0
question organizations literature firms,0
cognitive models provide common,0
avs need understand related psychological,0
traits designing manufacturing commercializing,0
information presentation,0
burgeoning field human machine communication,0
increasingly mediated automated,0
shopping systems,0
caused wide range interdisciplinarity,0
online bricks mortar retail environment,0
info communication human computer,0
introduced early 1900s poor communication,0
use term,0
service work result advances artificial,0
recent technological development concerns automation,0
technology weakens relationship role clarity,0
strategies address control problem promising,0
robotic counterparts critical,0
agents assist,0
changed game modern smart factories,0
specifically deployment collaborative robots,0
perceived ease use,0
intention use avs,0
psr associated avs,0
recommendations digital,0
human robot interaction,0
simulate conversations,0
provide recommendations including conceptual,0
avs able,0
assessment compliance avs,0
increase automation,0
ai context line service meeting,0
test false beliefs sally,0
observation agents behavior,0
analysis reviews robot design features,0
robot oriented team oriented fluency,0
practical recommendations,0
published wiley periodicals llc behalf,0
purchase intention,0
utilitarian realm competent human recommenders,0
conducted empirical study,0
encourage perceptions robot acting,0
better comprehension attitude purchase,0
publishing company,0
previous production literature uncertainty,0
aligned production technologies,0
psychomotor characteristics encompasses physiology,0
production work includes robots,0
guidelines planning production,0
mental model machine,0
includes robots exoskeletons augmented reality,0
effective human robot,0
francis group,0
safety mediate certain relationships contactless,0
attributes perceived value,0
audience mindlessly,0
opposite protocol attenuates word machine,0
engineering robot,0
robot interacts humans individual,0
mechanisms allow people communicate,0
automation kinematics communication just external,0
communication just external lighting signals,0
robot interaction hri apparent,0
exchange information develop common ground,0
human automation interaction inspired,0
metrics human robot,0
francis group,0
tested using 536 responses individuals,0
shows adoption service robots negative,0
hypotheses tested,0
ai applications service,0
francis group,0
recommendations intelligent agent,0
rationale recommendation conveyed,0
lists option,0
develop game treasure,0
positive effects robot personality,0
