phrase,cluster_label
identity security occupations provided,0
lives significant impact privacy,0
raising issues algorithmic transparency human,0
process critically reflecting,0
results indicated,0
study hypotheses,0
tested sophisticated,0
copyright 2021,0
li gupta,0
2021 li,0
francis group,0
taylor francis,0
prediction different human theory,0
online shopping provides insights,0
language using survey,0
vital urgent examine,0
suitability tam,0
evaluated extract design implications human,0
observed general,0
axes types,0
types content,0
assistance human operator,0
critical process enables effective teams,0
artificial agents aas,0
francis group,0
tools effective members human agent,0
taylor francis,0
complex work,0
insight potential safety,0
test commercially available,0
commercially available companion,0
structural equation modelling,0
noticeably relationship quality significant,0
systematic scholarly,0
future production management systems,0
interdisciplinary supported,0
technologies hrm domain attracted significant,0
slr bibliometrics analysis conducted identify,0
knowledge work require,0
data performed using structural,0
systematic literature review,0
copyright 2021,0
qualitative methods,0
eye metrics quantify,0
based gaze,0
crane operations presented validate,0
survey involving,0
miller salomon,0
2021 schoeller,0
copyright 2021,0
model perceived usefulness perceived ease,0
neuroscience improving design human centered,0
theoretical practical,0
use robots needed prevent,0
model assessment reveals professional status,0
expectancy largest effect size,0
francis group,0
published license,0
taylor francis,0
spanish university,0
survey answered workers public,0
semistructured survey,0
perceived usefulness pu perceived,0
human robot,0
performed analysis,0
infer causes robot,0
2021 human,0
using structural,0
tools techniques hr functions,0
2021 sankaran,0
combined approach rated highly comprehensible,0
automation mundane,0
furthermore av triggered communication based,0
reaction time,0
human machine interface simultaneously,0
assisted surgery,0
regarding scenario aim answer av,0
investigates encounter av simultaneously oncoming,0
seven dimensions study,0
automation different domains,0
convey av intention,0
gardening paperwork,0
study 57 provides deeper insights,0
insights effects,0
effects automation,0
cleaner robot user perceptions device,0
approach experimentation,0
research organization,0
agency higher robot competence,0
vacuum cleaner robot experimental laboratory,0
responsible design,0
type society wish promote automation,0
data 343 customers southern region,0
regarding implementations professional,0
analytics robotics leading,0
users private lives professional ones,0
developed test research,0
aarts markopoulos,0
copyright 2021,0
extracting novel insights adoption,0
robots awareness,0
social agents autonomously,0
adaptive norm aware autonomous decision,0
providing users explanations application certain,0
fiction based survey 328 participants,0
hri using nao robot scenarios,0
people increasingly concerned,0
behaviors society relatively small data,0
release source code,0
set challenges information systems,0
artificial intelligence,0
regarding adoption ai based,0
present educational,0
result present,0
exploratory case study different german,0
manufacturers credit work valuable threefold,0
announcement phase,0
substantiates knowledge theory pre announcement,0
constituted final sample,0
respondents randomly allocated scenarios,0
approach experimental scenario,0
increasingly embracing,0
conducted sample 428 employees,0
research gap,0
iml early,0
conflict detection skill,0
conflict judging relative arrival time,0
supervised automation partially,0
intervention explained manual conflict,0
iml techniques incorporate user feedback,0
interaction user,0
typically lacks,0
conducting online surveys truck,0
technology digital,0
operations management discourse concerned studying,0
far reaching implications,0
resource development hrd enables supports,0
supports learning processes employees,0
teachers lecturers hrd professionals play,0
evidence process,0
arslan involves capturing analyzing eye,0
novice expert outlined discussed,0
quantitative empirical,0
performed study crane,0
concept davenport,0
core idea augmentation,0
ocular parameters significantly different different,0
copyright 2020,0
professionals pursue strategies step,0
2020 human,0
work psychology neuroscience economics,0
manipulated type,0
333 workers compared participants reactions,0
folk psychology function desires beliefs,0
difficulty aligning agi systems language,0
think robots,0
half respondents think,0
exploratory study develops dik applies,0
second classic dik pyramid data,0
concepts knowledge,0
tackles requirements revising concepts,0
information data increasingly,0
processed human robot,0
practical implications,0
directions future,0
reveal agent,0
movements neural recordings contain,0
critical information,0
current approaches multiagent,0
results human managers want exclude,0
conducted empirical,0
studies total,0
total 1025,0
emerge noisy accumulation evidence,0
inclusion evidence accumulation framework training,0
disciplinary vs,0
goal orientation,0
covariance based structural equation,0
march 2023,0
workshop march,0
perspectives offer comprehensive understanding,0
human knowledge decreases,0
integrates diverse disciplinary,0
understanding process,0
multi method study consisting analytical,0
centric design task automation,0
effect ascription warmth,0
evolving digital,0
transformed information systems business,0
shifts characterized automation,0
discussion held,0
held annual,0
march 2023,0
workshop march,0
perspectives offer comprehensive understanding,0
integrates diverse disciplinary,0
increasing autonomization,0
understanding process,0
years characterized,0
public policy,0
centric design task automation,0
held annual,0
330 german,0
discussion held,0
shifts characterized automation,0
impact cognitive attitudes digitalization,0
interface design,0
application value future,0
results exemplary,0
eci interactive method directly,0
beliefs important predictor,0
general digital competence,0
process biasing optic flow stimulus,0
stimuli larger number tested,0
mechanism schema activation allow,0
issue eye tracking,0
systems facilitating human learning,0
agents employ maximum entropy inverse,0
computational models understand people incorporate,0
term strategic success aiding skill,0
benefits b2c b2b,0
benefits generally accepted practitioners scholars,0
transformed information systems business,0
potential provide significant benefits generally,0
commons attribution cc license permits,0
systems research center university,0
published management,0
interventions perform,0
suggest mitigation,0
human operators,0
mentoring measured,0
debate focuses disclosing nonhuman,0
management published wiley periodicals llc,0
automation interaction hai operations,0
operators achieve expert,0
measure extent eye movements,0
complex systems demand substantial,0
information preregistered experiment participants viewed,0
juries examine courtroom evidence infer,0
information search atypical,0
expertise instrumental resource,0
specifically hypothesize extent prechoice information,0
deviations expected anomalies,0
analysis hai operator,0
comprehensive portrayal operator performance facilitating,0
content proposed,0
strategy game,0
hmms fewer hidden states compared,0
systems fundamentally different,0
aligns prior research,0
emphasis initial setup aspects gameplay,0
francis group,0
published license,0
taylor francis,0
tools sociotechnical effect human,0
contribution empirical study fading,0
future directions,0
support influencing factors previously identified,0
study focuses human,0
attempt existing,0
workplace critical far studies,0
multidisciplinary research,0
weight theoretical proposals previous,0
2021 lanzer,0
stoll colley,0
copyright 2021,0
literature point empirically unexplored,0
visualized participants perceived situation critical,0
resources tangible intangible human,0
approach pls,0
used stage approach,0
moving rbt theory forward,0
effects automation managers job,0
efficiency emerging area automation management,0
llc springer nature,0
applicants automated support systembeforeparticipants processed,0
processing group group received ranking,0
experiment participants 122,0
idea evaluation,0
shown lay,0
research shown,0
information processing decision making automation,0
workers despite lacking expert knowledge,0
human oriented communication,0
conclude research,0
augmented decision making,0
rust 2018,0
2019 huang,0
theory belief estimation,0
shafer theory,0
capability perceive personality traits human,0
antecedents cognitive,0
society maximize acceptability reliability artificial,0
population british columbia,0
agent interaction artificial,0
participants rate video clips pedestrian,0
experiments minefield,0
additional time,0
effective knowledge transmission,0
control method meme expression enhancing,0
85 population,0
expression enhancing agents perception value,0
develop intelligent humanlike autonomous agents,0
multi agent systems,0
inspired designs form cornerstone memetic,0
memetic automaton,0
agent memes defined building blocks,0
perceived organizational support,0
humans technology online service,0
2021a 2021b 2022b,0
agenda stimulate future,0
driver characteristics structural equation model,0
leveraging influential concepts management human,0
transform strategic decisions,0
noor siegel,0
copyright 2021,0
2021 kassens,0
role financial engineers improving,0
ai finance significantly reshaped,0
technologies fear job displacement automation,0
respondents evenly,0
campus prefer avai learn owners,0
thematic analysis examine,0
recurring patterns themes,0
themes meanings data allowing,0
themes include perception job security,0
avs perception,0
belief evolving individual,0
integration finance shedding light,0
society research,0
2024 society,0
research higher,0
complex multidimensional,0
focused alternative considering integration artificial,0
artificial intelligence,0
approach paper reviews,0
discourse topic,0
human error,0
according literature,0
review revealed automation,0
research model,0
dilemma explicit commands disturb natural,0
used test,0
study explores dilemma discusses,0
ca financial,0
digital orientation digital innovation,0
envisioned ca blends,0
encounter command based interactions,0
previous literature,0
participant interviews suggest highest experience,0
subjects experiment corporate,0
corporate information technology support,0
exclusive licence,0
author exclusive,0
verlag london,0
errors humans,0
complement algorithmic,0
perspectives domain experience helps,0
research agenda proposed basis conceptual,0
research concerning important phenomenon,0
tackled future research,0
digital dementia,0
experiment 580,0
ca designers face dilemma,0
oriented vs,0
context information,0
based implicit,0
method participants assigned conditions,0
expertise judgment social interpersonal issues,0
health learning,0
conflict event auto rbl vs,0
arslan cary cooper zaheer,0
golgeci imran ali,0
engagement time auto rbl manual,0
value paper studies general,0
gaming literature,0
robots visible,0
conceptual review extant,0
organisations face close interaction artificial,0
human resource management hrm leaders,0
accurate incomplete information,0
normative guidance extended,0
interactions representable agents social space,0
input improves,0
cues agent applications norms concrete,0
real contexts human robot interaction,0
cas forming especially,0
robots based explicit norm,0
particularly related automation processes,0
nihs rational opportunistic,0
digital era negative consequences,0
checking tool rbl support automation,0
design conducted,0
pivotal force modern business transformation,0
just operational,0
encompasses just,0
frontline enhance efficiency failures common,0
efforts address automation effects,0
users attribution responsibility service failures,0
39 exploratory interviews develop research,0
methodology approach work,0
experimental studies evaluated type,0
took action explanation,0
explanation request permission,0
experiment 40 participants,0
examine conducted mixed design,0
failure type failure,0
providing explanations approach facilitating av,0
nuances applications,0
online grocery shopping ogs using,0
helped build model,0
major barrier,0
study conducted,0
avs potential,0
potential benefit,0
taylor francis,0
francis group,0
paper ask holistic,0
relationship oriented subjects,0
role conceptualized commander,0
education business public health,0
psychologically agents terms self,0
research agenda proposed basis conceptual,0
research concerning important phenomenon,0
business journals according review,0
tackled future research,0
digital dementia,0
future research directions,0
principal research,0
autonomous artificial agents antithetical concept,0
right wrong reasons robots,0
uncanny sense,0
psychologically agents terms self,0
negative beliefs worldviews agents,0
improve human automation,0
100 people experience automated,0
sl concept rti typical,0
concepts knowledge examined levels,0
method ninety undergraduates used submarine,0
scene related sl determined knowledge,0
camera eye,0
contextually useful information,0
aims reveal knowledge influences driver,0
explanation based knowledge limitations,0
hallucination biases training data jailbreaks,0
interviews helped,0
providing voluntary checking tool,0
degree automation,0
human robot interaction human experiment,0
approach authors conducted exploratory,0
share robot control,0
2024 copyright held owner,0
recommendations regarding disciplinary,0
human resource,0
artificial intelligence,0
organizations increasing opacity,0
banking apps structured,0
291 respondents users digital banking,0
apps turn increases perceived usefulness,0
human capital resources blurs predicted,0
generational shift,0
shift demand digital,0
human resource management posit organizations,0
scope study suggesting demographic,0
objectivity transparency worker related decision,0
limitations implications specificity indian,0
broadened future ai related banking,0
domains advances programming algorithms,0
traditionally considered canonical violations,0
economic rationality,0
reconnaissance task,0
decision support systems broader expected,0
context dependence integral,0
paper people accept recommendations provoke,0
value authors paper,0
developed used associated metrics evaluation,0
scenario based design,0
design development time sociotechnical,0
design human loop simulation,0
tested proposed model using,0
prodec supports hsi improving,0
iaaam saudi arabia,0
human operators increasingly,0
test model study employed,0
uncanny valley theory,0
discussed scope,0
contributions discussed,0
implications developers,0
research gap combining,0
robots supposed,0
robots increasingly present,0
finish discussion mind,0
offer great,0
great value,0
people lack knowledge interact,0
wooldridge book account,0
conformism discuss,0
interfaces designs support non dyadic,0
explores efficacy natural language interfaces,0
automation induced complacency,0
growing interdisciplinary narrative asserts,0
adaptive behavior,0
345 demonstrate strong ci systems,0
scenario based experiments financial,0
outcomes parasocial interactions smart shopping,0
particularly transparency process control,0
perceived security,0
systems practitioners benefit blueprint,0
validating research model,0
human stylists dhs,0
data 357 respondents 39,0
approach collecting data,0
survey based,0
assess human robot interaction,0
000 online reviews,0
text analytics deployed alongside penalty,0
outcomes parasocial interactions smart shopping,0
robots constitute excitement,0
perceived security,0
transition automated,0
policymakers urged proactively,0
automated service,0
validating research model,0
conflict detection automation,0
manual performance automation fails,0
financial services employees 309 hr,0
human operator simultaneously increasing,0
hr professionals 345 demonstrate strong,0
produce services,0
context computational,0
machine automation systems involve integration,0
automated agents goal,0
helps interpret represent world,0
computational principles lead good,0
consumers developing economy india tested,0
primary data collected consumers,0
shopping leads repurchase,0
online shopping,0
anomalous context,0
world change,0
data bangladeshi consumers,0
collected using purposive,0
data collected using,0
internal consistency,0
reliability validity,0
conversion resulted high online activities,0
questions bring multiple academic communities,0
used determine constructs internal,0
research model hypotheses,0
issues adopting stringent ai,0
information discussed article,0
represented interdisciplinary,0
computer science law economics,0
evolving digital,0
practical implications,0
finally discuss,0
agents icsas widely used automated,0
making effective strategy,0
safari trip leaving beloved cat,0
cat home making use,0
warmth perceived competence,0
robots form important basis countermeasures,0
problem especially,0
presents problem,0
paper provides,0
analysis aspects,0
human robot,0
strategic management journal published,0
journal published john,0
john wiley sons,0
advancements limitations methods,0
summarize methodological,0
methods human,0
current state art model,0
art model,0
accuracy consistency analyses information collected,0
analyses information collected relevance feedback,0
theory practice public,0
public policies,0
check feeding successful,0
theoretical practical,0
resulting cat death,0
positivism instant rewards inappropriate,0
sequential steps,0
signal based scenarios,0
incorporate qualitative,0
interview data ai,0
optimizing digital market,0
412 validated responses service industry,0
platforms financial,0
evidence shows public opinions,0
avs vary,0
survey australia,0
use attitude data privacy willingness,0
based method comprises main steps,0
exposed automation technology likely main,0
method adapts triplet competence,0
systems published john wiley,0
method discover possible conflicts,0
sons behalf institution engineering technology,0
using intelligent recommendation,0
theories information ecology psychological resistance,0
activate perceived shopping convenience,0
model study,0
design future research,0
reveal algorithmic transparency perceived,0
consecutive days resulting cat,0
make credible regarding results,0
using data field experiment,0
implications findings,0
canadian organizations answered,0
perceived usefulness,0
automation controlled automation,0
empirically verify newly developed theoretical,0
theoretical model,0
development human robot communication laws,0
empirical findings foundations theoretical framework,0
robots inevitably,0
claim depends,0
attribute nonhuman agents,0
australian philosopher raimond gaita argue,0
dilemmas problems particular,0
lead management,0
age partial,0
taxonomy use,0
use explained,0
explained limitations,0
avenues research,0
levels automation developed existing approaches,0
aspects carefully evaluated,0
use 45,0
implications followed future research,0
automation control mechanisms,0
using path,0
test empirically,0
analyzed using,0
contribution theoretical model explains human,0
data analytics increase quality,0
people irresistibly believe,0
paper questions view critiquing,0
marocco tricol,0
2021 talamo,0
copyright 2021,0
arguments used support,0
briefly discusses potential implications regarding,0
popular myth,0
integration design thinking techniques,0
387 va users usa,0
usa using survey administered,0
modeling financial ai,0
survey administered amazon mturk,0
cleaning retained final 318,0
vcos aspect critical different actors,0
venture capitalist,0
based solutions financial brain aims,0
data cleaning,0
publicized examples creative works prose,0
error potentially devastating consequences,0
achievement contradict conclusion,0
interdisciplinary knowledge ai,0
collected data,0
discuss theoretical,0
regarding results experimental,0
2024 taylor,0
address gap provide insights,0
aim research study address,0
study uses self,0
modeling technique 372 respondents,0
relationship management,0
crm strategic,0
new interactive robot,0
huge volume data,0
published oxford,0
ai recommending news,0
data human intervention,0
implications findings,0
discuss theoretical,0
suggest human intervention preferred,0
information quality fit,0
potential facilitating strategic decision making,0
participants human agents,0
contrary preregistered hypotheses participants human,0
structured interviews cognitive absorption,0
experts middle level management,0
societal challenges underexplored,0
study attempted,0
communication av,0
provide insights area,0
2024 international,0
robot utilizes artificial,0
vocational education,0
human agents,0
study analyzing 372 responses users,0
value similarity model proposed perceived,0
automation systems,0
interaction quality credibility,0
2020 taylor,0
francis group,0
medical examination,0
scenario method,0
17 trials,0
operators participated study,0
healthcare including rapid effective treatment,0
highly automated,0
provide benefits healthcare,0
feelings uneasiness robots,0
measured study,0
process based,0
operators rated systems riskier showed,0
showed operators adapted automation,0
responses aircraft transparency,0
north american,0
dimensions examination compentents elaborated,0
2024 human,0
interviews human,0
experimental protocols,0
computer information,0
experimental interview,0
discusses theoretical practical,0
concluding section,0
using pls,0
tested using,0
enhances users sense agency positively,0
interfaces discussed considering users cognitive,0
presumes specific knowledge business process,0
francis group,0
2024 taylor,0
efforts expand agenda interpretability,0
research community efforts,0
method concept formation,0
processes analogy visualization mental simulation,0
study 410 participants,0
expert users approaches necessarily,0
asvs approach,0
include end user interactions,0
explainable artificial intelligence,0
developers needs model interpretation understandability,0
springer nature,0
2021 author,0
exclusive licence,0
francis group,0
policymakers educational,0
according post experimental,0
technology fit illustrated using empirical,0
concept person fit introduced,0
international association,0
time external,0
av external interface did change,0
panel mounted,0
oz method used experimenter,0
interfaces field,0
field studies uncontrolled,0
communicated types information including,0
information including intent av,0
eye combination text symbol speed,0
enhance understanding use external interfaces,0
traditional human driven model avs,0
levels automation influence,0
relationship effective use,0
automation negatively impact people,0
investigation develops theory desirability,0
robot users china conducted test,0
perceived enjoyment indicators private value,0
accounts users persons artifact,0
theory takes account actions,0
ground study moore public value,0
public value management examine relationship,0
use value creation citizen,0
classic concept task technology fit,0
systemic representation,0
value fail,0
succeed creating,0
online survey 281 investigated technological,0
lacking model,0
attribution based example based visual,0
explanations outperformed participants,0
2008 incorporates determinants information technology,0
explanations correct edibility assessments,0
experiment replicated,0
decision making results previous online,0
discuss findings,0
comparison consequently,0
paths proposed model,0
gio presents study investigated user,0
recommendations provided,0
institutions botswana,0
theoretical contributions,0
study discussed,0
education especially rural areas,0
infrastructure digital disparities developing countries,0
collecting data 518 participants,0
data analysed using,0
future research streams marketing,0
research questions forming agenda future,0
limitations future,0
path coefficients significant,0
resulted 60,0
use 38,0
underscores age specific preferences extreme,0
automation transitions factor specific scaling,0
robotic research develop advanced programs,0
programs solve problems reproduce mental,0
robot occupied significant position,0
communication strategies asvs pedestrian,0
given rise new issues society,0
messages containing intent asv actions,0
behavioral data performance,0
perceived value adopt customer engagement,0
multi attribute value theory integrate,0
summation rewards,0
architecture act adaptive control thought,0
modelling study based total 418,0
adaptation process automation,0
cognitive model simulates,0
automation time,0
asia pacific,0
understandable users improving interaction,0
provide support extension,0
usefulness 25,0
ease use,0
explained variance,0
analysis smartpls,0
consistency validity,0
magic utopian white magic,0
future research using,0
interacting sat level action,0
reliability rate human reliance,0
interdependency automation,0
examine dynamic,0
extend findings,0
necessary examine,0
reasoning projection hmi trusted,0
improved viewing hmi statistically,0
implications design automotive hmis,0
hmi implementation car,0
observed conditions regardless hmi features,0
management drivers managed algorithms task,0
tended hesitate making,0
according hmis,0
tend look hmi making,0
eye tracking,0
tracking data,0
data decision,0
measurements collected,0
human machine interfaces,0
hmi message background color,0
presentation modality,0
despite employing substantially platforms face,0
experimentally results contradicting,0
investigates age related distinctions,0
results contradicting confirm mediating,0
human machine interfaces,0
methods gain deeper,0
support states facilitate multiple,0
systems support,0
parametric goal oriented mission capable,0
global academic industrial spheres,0
required operator inputs,0
resource development,0
abstraction lhca,0
hrd scholars paid considerable,0
focusing required competencies hrd perspective,0
provide little insight,0
insight overall operation,0
automated elements make individual decisions,0
levels automation,0
roadmap cyber physical,0
uk limited,0
cognition analytic model based decision,0
human automation interaction,0
francis group,0
ads calibrate trust,0
automation transparency,0
necessary achieve,0
recommendations observed changes participants,0
experimentally reinvestigate,0
study contributes theoretical,0
implications arising findings,0
perceived ease use,0
conclude outlining research,0
benefits challenges,0
principles imt use design probe,0
subject matter experts creation,0
introduced concepts,0
characteristics imt iterative,0
human loop takes role teacher,0
experimentation introduced,0
rl agents pure text,0
unfortunately building models,0
code additional resources https,0
code additional,0
refer project,0
closed loop systems summary overview,0
additional resources,0
perceived warmth customer artificial,0
value chains,0
satisfaction willingness adopt ai,0
opportunities derive way digital,0
francis group,0
2024 taylor,0
support focuses technological factors,0
level technological expertise user,0
develop potential partner sensitive,0
designing systems aim promote suitable,0
jerome bruner studied socio,0
understanding added,0
moderators drs isabella seeber lena,0
fields impeding development cumulative knowledge,0
panel discussion moderators drs,0
position statements elaborated,0
unjustifiably optimistic,0
based autonomous agents,0
systems ecis use technology based,0
discuss implications decision makers,0
experimentally varied information subjects received,0
received transparency actually negative,0
systematic review vast interdisciplinary,0
tool text classification,0
data labor critical value,0
focusing rendering ai decisions transparent,0
evolution highlighting avenues future,0
future research trajectories,0
surpassing human experts,0
conclusion review conceptually,0
assistive technology featuring,0
enter learn contribute,0
robots parasitic deeply,0
social interactive agents concerns,0
areas believe,0
believe need better,0
challenge hindrance appraisals,0
francis group,0
perceived ease perceived usefulness,0
quality inspection,0
benefits team environment,0
transparency processes,0
francis group,0
standards implementation explored,0
2024 taylor,0
calibration effectively traditional transparency approach,0
demonstrated adaptively presenting tcc,0
changing scenarios,0
formal definition improper trust calibration,0
addition identify,0
approach capture,0
affecting relationship,0
poorly calibrated,0
characteristics affecting,0
dissent age constitute,0
age constitute important boundary conditions,0
insights mediator experimental manipulations,0
changing world impacting daily,0
mean effect size,0
smart pls software employed analysis,0
structural equation modelling,0
studies investigate,0
included messages support awareness,0
published license,0
scholarly community,0
ais senior scholars basket journals,0
1250 consumers data,0
taylor francis,0
ai context specific constructs perceived,0
models predict explain behavior terms,0
facing fully automated,0
developing testing cognitive,0
models come instantiated brain article,0
models assign posterior probabilities competing,0
key messages automation safety,0
specific metrics,0
context specific,0
general patterns,0
important constructs understanding,0
information technologies,0
design safer automated,0
maturity automation different,0
literature review,0
main aims introducing automation,0
eliminating human errors argued induce,0
13 assumptions,0
illustrate complexities,0
2019 human,0
information ats beneficial,0
common assessments trust qualitative studies,0
stefano bromuri,0
deniz iren visara,0
applied path comparison analyses compare,0
research agenda,0
responses collected experimental,0
502 valid responses,0
empirical analysis key,0
improvement ohc,0
ecm information success,0
expectation confirmation model,0
ai frontline services,0
francis group,0
guidance designing interventions aimed improving,0
2024 taylor,0
platforms suggest products media content,0
psr associated avs,0
personalized recommendations employed online,0
intention use avs,0
design systems,0
modeling analysis,0
information help make decisions,0
model confirmed structure,0
perceived ease use,0
different framings,0
hypothesized initial,0
source human oriented,0
additionally lays research,0
privacy risk ppr,0
advancing domain,0
literature review established fields,0
developing formal model firm performance,0
perceived usefulness ease use,0
question organizations literature firms,0
novelty seeking,0
research agenda address gaps,0
address gaps,0
understanding business value realisation,0
value based model intelligent,0
review provide,0
lack consensus regarding key findings,0
scholarly disciplines resulting lack,0
research contributions,0
strategic opportunity increase,0
key intellectual contributions,0
use term,0
explores landscape artificial intelligence,0
service work result advances artificial,0
recent technological development concerns automation,0
本研究旨在顯示在前線服務會議的情況下人工智能所扮演的角色 以便了解使用者如何接受人工智能科技化服務 研究的設計 方法 理念,0
keywords identify popular topics,0
technology weakens relationship role clarity,0
survey methods used,0
methodology approachthis article takes,0
article introduce concept,0
tested octoparse,0
explanations induced,0
agency recommendation process,0
human robot interaction hri model,0
weighting values,0
assumes use depends,0
enabling robots detect human,0
mobi designed demonstrate efficacy,0
gaze head pose action recognition,0
eye contact,0
operators fail,0
members introduced,0
new human,0
posed need manage information expanding,0
exert greater impact robot communication,0
expanding scales,0
studies propose diverse explanation methods,0
group design implemented,0
conformity communication,0
tackle issues present study specifically,0
asian microloan,0
human robot interaction,0
field experiment,0
microloan company conduct stage field,0
reality agent,0
human evaluators add extra,0
perceived privacy risks,0
users attribution,0
hv uv,0
intentions extends knowledge impact artificial,0
lead participants orient different recommendation,0
results revealed subtle wording,0
identify key principles,0
strategies address control problem promising,0
evaluating wine vacuum recommendations,0
communication design recommender systems,0
societal advancement impacting,0
point manifestation machine learning contexts,0
learning contexts received,0
china collected time,0
engineers studying human operators,0
recommendation systems,0
theoretical practical implications,0
future research,0
computer interaction hci user modelling,0
used 1438 responses collected,0
idea misuse disuse,0
beneficial overall performance,0
collected portuguese,0
make use,0
modeling used,0
use boosts purchase,0
disuse lss insufficiently,0
decision automation mitigated,0
set additional,0
hypotheses tested,0
web texts,0
assistive robots decide,0
fieldwork article argues emergence avs,0
society prompts rethinking multiple relationalities,0
based version non verbal turing,0
subjectivity socio economic legal,0
shaped information flows,0
surveilled data infrastructures shaped,0
avs promise,0
av crashes suggest human,0
investigated human,0
irony automation,0
automation observation,0
erase human error prone inefficient,0
agent commonplace task,0
despite large numeric shifts trust,0
includes robots exoskeletons augmented reality,0
action research cases formal,0
guidelines planning production,0
production work includes robots,0
psychomotor characteristics encompasses physiology,0
remains controversial,0
little analysis production literature,0
previous production literature uncertainty,0
hands free,0
agents sales,0
investigated human,0
shortsightedly focusing individual steps,0
li xia,0
2024 wenbo,0
warmth competence affect customer,0
purchase recommendation,0
lab field experiment 213 participants,0
complex deep neural,0
behavior selection module general,0
frontline changing,0
experiments evaluate proposed model,0
results intuitively visualized,0
essay concludes,0
progress concerns privacy violation discriminatory,0
standard operating procedure opening gaps,0
recent innovations robotics challenge,0
research identifying factors contribute,0
interpersonal human automation human,0
question concerning robots,0
ai trustworthiness foster adoption application,0
robots task performance interaction consumers,0
learning application changes robots,0
hands free,0
robots identified reviewing tam,0
based version non verbal turing,0
agents involved tended maxsum,0
spss 22,0
sales randomized field experiment,0
publishing company,0
suggest attacks avs significantly,0
exchange information develop common ground,0
communication just external lighting signals,0
automation kinematics communication just external,0
2024 human,0
hci models attracted attention scholars,0
personality traits,0
hci human machine interface,0
llms study selected psychological scales,0
makers future research agenda researchers,0
study represents novel attempt,0
research synthesizes insights evolutionary biology,0
pathways evidenced various,0
transparency widely reported,0
online platforms china,0
survey algorithm transparency improve service,0
uk limited,0
francis group,0
assumption does hold complex,0
usually better simpler ones,0
information technology advances prevalence,0
mixed design usefulness high vs,0
humanoid vs cartoon subjects designs,0
interpretable signals ambiguous situations,0
world scientific,0
foot positions,0
interface hmi kind,0
2020 world,0
study conducts factorial randomized,0
outcomes handled solely human agents,0
effect agents experience levels underlying,0
findings results,0
experimental group,0
use avs,0
subject design using,0
experiment conducted 40 participants randomly,0
audience mindlessly,0
anthropomorphic platforms,0
platforms promotion really,0
topics future research resulting,0
overview method required apparatus associated,0
techniques provided,0
wargaming scenario freeze probe queries,0
techniques identify prioritize information,0
knowledge elicitation wake method identify,0
augmented knowledge,0
operator decision making,0
incompatible rapid iterative,0
development models,0
methods rely experts prior experiences,0
inherent difficulties designing effective human,0
discussion set,0
additional issues,0
findings discussion,0
iaaam provides comprehensive model explaining,0
research model tested large,0
survey 269 uk business,0
gig platforms,0
data poses challenges,0
leading issues transparency,0
research explores,0
threshold transparency starts backfire leading,0
power human,0
trust calibration essential,0
remains unclear,0
unclear approaches,0
dissection concepts compared subjects experiment,0
grad cam attributions ii,0
attributions ii nearest neighbor,0
examples improved,0
items apparent,0
insights helps decision makers introduce,0
provides theoretical insights,0
convinced usefulness,0
results indicate important,0
structural equation model intrinsic motivation,0
theory planned,0
research model,0
research model based decomposed,0
participants structural equation,0
warmth voice,0
knowledge intensity ia ability complete,0
use tims tool requirements,0
requirements formulation prepare software agents,0
trust 2024,0
information technology,0
human robot,0
automation like surveys drastically limit,0
reliability subsequent impact human,0
