phrase,cluster_label
employing partial squares structural equation,0
perceived usefulness knowledge management,0
francis group,0
communications instruct,0
gaais good,0
economics evident tests simple linear,0
francis group,0
psychological features weber fechner,0
theory data,0
simulation model quantifies predicts workers,0
ehmi messages facilitate,0
effective communicating av intent yield,0
francis group,0
cognitive models potential,0
using size fits model,0
increasingly embracing,0
francis group,0
thematic analysis examine,0
themes meanings data allowing,0
resolution performance eye movements subjective,0
human oriented communication,0
language agent,0
omission commission errors,0
movements neural recordings contain,0
work psychology neuroscience economics,0
goal orientation,0
approach following interdisciplinary character management,0
physical space brain supporting,0
term interactions humans virtual,0
economic value,0
predictive analytics grounded,0
androids robots designed,0
fechner law economics,0
ray screening,0
robots emerging,0
disciplines including economics,0
affecting relationship,0
human loop,0
perceived ease use,0
communication strategies asvs pedestrian,0
perceived value adopt customer engagement,0
francis group,0
challenge hindrance appraisals,0
using partial squares structural equation,0
purchase recommendation,0
model using partial squares structural,0
ai trustworthiness foster adoption application,0
suggesting conceptual ceiling,0
use avs,0
foot positions,0
suggest attacks avs significantly,0
francis group,0
humanoid vs cartoon subjects designs,0
hypotheses tested,0
perceived usefulness ease use,0
explores landscape artificial intelligence,0
moderate key relationships,0
communication quality significant experiencing relatively,0
sem specifically partial squares pls,0
addition identify,0
francis group,0
common assessments trust qualitative studies,0
systematically testing input output stimulus,0
practitioners exploring ways incorporate,0
robots underlying psychological processes,0
role determining adoption intention ai,0
robot designed provide hedonic,0
fit mediates,0
associated stimulus word treasure word,0
learning analysis identifies proprioceptive physiological,0
held owner,0
recommender predicts,0
context physical retail stores,0
adoption ai advisors,0
tasked supervise multiple robotic,0
relationships variables tested,0
trading psychological,0
jerome bruner studied socio,0
attenuate appraisal errors scenario,0
value chains,0
satisfaction willingness adopt ai,0
partial squares approach study used,0
francis group,0
francis group,0
models predict explain behavior terms,0
developing testing cognitive,0
models come instantiated brain article,0
hypotheses regarding direct indirect relationships,0
related use,0
neuroscience theory supply demand,0
psychological model individual level,0
share robot control,0
held owner,0
apps turn increases perceived usefulness,0
broadened future ai related banking,0
economic rationality,0
growing interdisciplinary narrative asserts,0
applied partial squares structural equation,0
issues adopting stringent ai,0
traditional retail services,0
assess human robot interaction,0
robots constitute excitement,0
received descriptions crews interacting,0
information communication,0
conversational agent ca major,0
relationship oriented subjects,0
right wrong reasons robots,0
attachment users learning predict,0
uncanny sense,0
camera eye,0
virtual conversational,0
research directions including mitigating language,0
users attribution responsibility service failures,0
online grocery shopping ogs using,0
human robot interaction human experiment,0
robot utilizes artificial,0
great value,0
robots increasingly present,0
behavioral economics promising source theory,0
francis group,0
psychology human robot,0
ai technologies implementing responsible guidelines,0
public concerns regulating,0
fitts report represents unprecedented,0
fitts list pervasive factor function,0
seminal fitts list spans,0
robot behaviors,0
robots divided datasets participated,0
churned themes qualitative,0
qualitative data,0
human supervision multiple robots,0
valuethis study seeks understand,0
technology fit perceived leadership,0
wires cogn,0
ai adoption advocating,0
avs varying levels reliability,0
shape successful adoption ai decision,0
using middle,0
user conversations theory relates user,0
enhancing purchase intention,0
uncanny valley theory,0
offer great,0
validated using partial squares structural,0
current literature developed conceptual model,0
relationship management,0
suitability tam,0
resistance issues conversational skills,0
francis group,0
sophisticated conversations,0
noticeably relationship quality significant,0
communication research gaining,0
interdisciplinary supported,0
robots awareness,0
adaptive norm aware autonomous decision,0
scenarios casual conversations robot,0
hri using nao robot scenarios,0
regarding adoption ai based,0
typically creates pragmatic,0
study 57 provides deeper insights,0
cleaner robot user perceptions device,0
agency higher robot competence,0
vacuum cleaner robot experimental laboratory,0
online shopping provides insights,0
technologies grasping,0
robot teams benefit imperfect static,0
robots facial emotion recognition,0
overall human robot,0
culinary practices advocating,0
structural equation modelling partial,0
qualitative methods,0
perceived usefulness pu perceived,0
francis group,0
classic concept task technology fit,0
technology fit illustrated using empirical,0
considerations early,0
enhances users sense agency positively,0
francis group,0
francis group,0
incorporate qualitative,0
optimizing digital market,0
avs vary,0
uncanny valley,0
robots intriguing idea existence underlying,0
approaches centered western values perceptions,0
using intelligent recommendation,0
implications retailers seeking make,0
robot proposed,0
advancements limitations methods,0
robots inevitably,0
eye metrics quantify,0
based gaze,0
attitude conversational,0
model perceived usefulness perceived ease,0
wires cogn,0
use robots needed prevent,0
conversational robots,0
commitment issues,0
pls proposed assess relationships constructs,0
daily work individuals shaping relationship,0
relationships using smart pls,0
furthermore av triggered communication based,0
human service agents compared,0
av acted associated,0
av anxiety,0
disapprove av action hearing explanation,0
communication transitioned,0
people increasingly concerned,0
analytics robotics leading,0
quantification analysis communication,0
used clothing buy process,0
infer causes robot,0
human robot,0
robots integral,0
development human robot communication laws,0
perceived usefulness,0
interdisciplinary knowledge ai,0
certain class thought termed conceptual,0
analyses information collected relevance feedback,0
include recommendations decision,0
human robot,0
robots form important basis countermeasures,0
appropriate psychophysiological indices,0
activate perceived shopping convenience,0
participants experienced different communication strategies,0
leads favourable attitudes higher purchase,0
convey av intention,0
intensifies retail,0
process biasing optic flow stimulus,0
ocular parameters significantly different different,0
arslan involves capturing analyzing eye,0
iml early,0
appraisal outcome stage,0
processed human robot,0
think robots,0
research demonstrates conversational robo,0
antecedents cognitive,0
explain drivers takeover,0
takeover time quality,0
avs perception,0
human loop approach includes ability,0
measure extent eye movements,0
loop experiments mission scenarios,0
multidisciplinary research,0
hypotheses tested,0
francis group,0
economic issues required decades,0
interaction roles robots play home,0
practitioners overarching,0
study hypotheses,0
interdisciplinary stance integrates insights tourism,0
francis group,0
issue eye tracking,0
processes analogy visualization mental simulation,0
use value creation citizen,0
value paper studies general,0
retail industry,0
outcomes parasocial interactions smart shopping,0
partial squares structural equation modelling,0
retail industry,0
outcomes parasocial interactions smart shopping,0
partial squares structural equation modelling,0
computer science law economics,0
represented interdisciplinary,0
impacted old ways communication individual,0
online shopping,0
shopping leads repurchase,0
francis group,0
paper people accept recommendations provoke,0
robots supposed,0
design human loop simulation,0
value tool design,0
francis group,0
make collaboration humans robots,0
confirm hypotheses,0
light findings qualitative follow interviews,0
partial squares structural equation modeling,0
positive moderates relationship firm creativity,0
robots visible,0
emerging market retail,0
real contexts human robot interaction,0
psychologically agents terms self,0
public value management examine relationship,0
study limited shopping,0
ground study moore public value,0
inductive deductive need employed strengthen,0
perceived enjoyment indicators private value,0
robot users china conducted test,0
relationship effective use,0
eye combination text symbol speed,0
information including intent av,0
communicated types information including,0
communication av,0
contrary preregistered hypotheses participants human,0
francis group,0
ai recommending news,0
communication association,0
new interactive robot,0
include example skillful eye scan,0
feelings uneasiness robots,0
francis group,0
value similarity model proposed perceived,0
francis group,0
avs potential,0
psychologically agents terms self,0
robots based explicit norm,0
benefits generally accepted practitioners scholars,0
perceived value contribute substantially ai,0
advice human robot,0
better comprehension attitude purchase,0
psychomotor characteristics encompasses physiology,0
production work includes robots,0
includes robots exoskeletons augmented reality,0
avs promise,0
subjectivity socio economic legal,0
fieldwork article argues emergence avs,0
assistive robots decide,0
shortsightedly focusing individual steps,0
robots identified reviewing tam,0
learning application changes robots,0
robots task performance interaction consumers,0
question concerning robots,0
recent innovations robotics challenge,0
eye tracking,0
recommendations observed changes participants,0
cognition analytic model based decision,0
francis group,0
recommendations provided,0
writings produced 1940s concerning economic,0
ease use,0
usefulness 25,0
cognitive model simulates,0
purchase intention,0
user information recommendations design programming,0
exchange information develop common ground,0
mechanisms allow people communicate,0
hand features enable robot,0
causing disturbance robot,0
ways laying foundation robotic emotional,0
communicated human body language,0
robotics psychophysiology assess,0
agents simulate evaluate,0
value based design putting engineers,0
reality agent,0
human robot interaction,0
exert greater impact robot communication,0
make use,0
recommendation systems,0
perceived ease use,0
intention use avs,0
psr associated avs,0
ways requiring explicit communication,0
simulate conversations,0
technology weakens relationship role clarity,0
use term,0
understanding business value realisation,0
shopping systems,0
online bricks mortar retail environment,0
introduced early 1900s poor communication,0
communication just external lighting signals,0
robot occupied significant position,0
programs solve problems reproduce mental,0
robotic research develop advanced programs,0
theoretical positioning required,0
performance following emergency takeovers impeded,0
understand value perceptions ultimately adoption,0
analyzed data thematic coding,0
salient predictors perceived value,0
products communications,0
provided advice,0
automated recommender,0
global economy,0
value conceptual review,0
conversational agents,0
today partner,0
work aim endowing embodied conversational,0
input predicts agent,0
nonadaptive agent tended positively perceived,0
robotics technologies,0
interpreting subjective,0
convinced usefulness,0
appraisal processes,0
field behavioral economics deals,0
francis group,0
integrated conceptual model motivating,0
control ownership ai technologies,0
human relations,0
francis group,0
statistics meaningfully applied,0
motion baseline wherembehaves rationally favor,0
robot enhancing peace mind,0
drove attentively robot enhancing,0
awareness sa implications takeover control,0
stores operate,0
revolution physical retail,0
scrutinize antecedents consumers intention shop,0
perceived ease perceived usefulness,0
human loop takes role teacher,0
develop potential partner sensitive,0
social signals human,0
robots parasitic deeply,0
robot responsibility hinge perceived,0
assistive technology featuring,0
simulated agent,0
condition agent displays,0
simulated agent,0
condition agent displays,0
400 respondents tested research,0
estimated relevance,0
life rating data set filter,0
communication association,0
vocal channel relationship,0
blindness issue,0
eye tracking,0
study used qualitative methods explore,0
suggests judgments robot,0
introducing robots,0
robots prevalent,0
recommendation ai decision,0
online shopping assistance,0
require humans loop,0
value systems view effects,0
relations investigated,0
including robots production,0
shall suggest,0
uncanny theory perspective,0
ai adoption human,0
2019 ifac,0
francis group,0
robots share tasks charge decisions,0
participant robot,0
given agency allocation process compared,0
manipulators avs,0
ideologies psychographics segmentation targeting positioning,0
agency tested increased self agency,0
issues regarding perception accountants usefulness,0
perceived usefulness performance artificial intelligence,0
robot make human machine,0
curvilinear relationship employee,0
offers picture,0
experiment neurophysiological measurements used investigate,0
intensify knowledge development undergoing retail,0
value creation behaviors ce plays,0
retail sector,0
technique conceptual model empirically,0
nature economic wealth creation,0
avs able,0
provide recommendations including conceptual,0
analysis reviews robot design features,0
human robot interaction,0
specifically deployment collaborative robots,0
robotic counterparts critical,0
robot oriented team oriented fluency,0
showed positive associations human robot,0
recommendation aggregation engines,0
human multi robot,0
human communication,0
recommendations based user,0
predictors inspired literature human human,0
animal relations perspective,0
human robot interaction,0
participating alongside entity robot,0
robots unique opportunities improve facilities,0
manipulated robot facial screen,0
aesthetics trustworthy cartoon,0
embrace uncanny,0
theories interdisciplinary teamwork,0
researchers collected data 530,0
supported hypotheses validating suggested,0
communication style human,0
simulated robot,0
eye tracking,0
positively impact impulse purchase intention,0
reticent embrace,0
francis group,0
models physiological measures,0
takeover requests,0
heart rate hr indices eye,0
mental model adjustments subject,0
concerns expressed,0
robot offers varying levels information,0
diagram formation assistance hamie robot,0
cognitive multi agent models,0
good value,0
online shoppers,0
explain relationship linking explanandum explanantia,0
values triggered promoting,0
germany springer nature,0
research provided approaches postulating conceptualizing,0
spoken language operation,0
leaves machines robots,0
relationships tested using,0
hypothesized relationships,0
adoption post adoption stages ai,0
competitive market using artificial intelligence,0
perceived usefulness perceived,0
involving teleoperation,0
modern trade retail industry,0
powered product retail,0
value explore willingness accept ai,0
expectations avs,0
avs likely adopted wide scale,0
francis group,0
perform trade study,0
avs offer opportunity achieve,0
associated avs realized mass,0
av perceived value time perceived,0
ai adoption,0
technology fit models,0
step partial square based structural,0
francis group,0
support hypothesized relationships,0
sets different robots,0
tam used addition factors,0
use perceived usefulness showed statistical,0
attitudes perceived ease,0
ease use,0
remotely controlled robotic arm,0
allowing robots recognize shape human,0
reasoning theory applied hypothesize relationships,0
adoption intentions ai based voice,0
robotic interaction emotionlessness lack,0
isolation contributed sense robotic,0
provide natural communication modality,0
competitive market using artificial intelligence,0
adoption application ai advance b2b,0
cognitive models provide common,0
unconscious trait,0
formalized communication gap person,0
acceptable fit,0
fit data adapted version,0
perceived usefulness ease use predictive,0
robots aims,0
virtual conversation,0
antecedents include interactivity,0
francis group,0
needs communicated users,0
conversational agents platforms,0
theory statistical,0
human loop experiment featuring,0
robotics applications internal environment,0
deploying gioia methodology qualitative,0
robots automatically make,0
human robot interaction,0
model encompass psychological,0
representation design fuzzy,0
robots humans heterogeneous advantages,0
policy human robot interaction,0
robot collaboration hrc systems,0
echo questions,0
human loop experiment,0
robot perceived,0
continuously unobtrusively using neurophysiological sensors,0
benefits combining subjective,0
significant positive impact intimacy robots,0
robots prevalent,0
conversational agents,0
methodology examine interrelationship identified fundamental,0
providing users advice working,0
perceived utility,0
human robot interaction,0
used robotics community evaluate,0
aspects venn diagram common,0
best customize robots,0
collaboration humans robots,0
based emotions robots,0
suppliers price quoting,0
value procurement,0
signaling use smart recommendation,0
assistive robot end user,0
robotic solution almere model questionnaire,0
empathy suitable interactive conversational agents,0
robot wasnot,0
image perceived usefulness partially mediate,0
perceived ease,0
head movements,0
results supervision reminders effectively maintained,0
communicating limitations avoid mental,0
used online,0
uncertain hypotheses,0
robots increasingly,0
utilitarian realm competent human recommenders,0
opposite protocol attenuates word machine,0
engineering robot,0
robot interacts humans individual,0
positive effects robot personality,0
lists option,0
rationale recommendation conveyed,0
recommendations intelligent agent,0
francis group,0
hypotheses tested,0
shows adoption service robots negative,0
francis group,0
metrics human robot,0
robot interaction hri apparent,0
held owner,0
tested using 536 responses individuals,0
practical recommendations,0
recommendations digital,0
info communication human computer,0
angry robot induce,0
burgeoning field human machine communication,0
information presentation,0
avs need understand related psychological,0
encourage perceptions robot acting,0
users support conceptualization,0
mental model machine,0
effective human robot,0
analysing user utterance,0
human robot interaction,0
mental models,0
indicate specific eye,0
anxieties robots,0
robotic applications,0
effects robots human,0
psycho physiological observables,0
limitations implications based synthesis authors,0
relationship building strategies,0
ways enhance consumer purchase intention,0
robot human group completed,0
stimulus organism response sor,0
squares technique,0
guidance bank planning use ai,0
shop online,0
middle aged women shop,0
positively influences communication quality,0
guidance enhancing consumer experiences,0
takeover automation,0
square statistics indicated,0
attributes perceived value,0
safety mediate certain relationships contactless,0
francis group,0
technology fit,0
francis group,0
language processing induce users deem,0
robots gone mythic,0
broader adequate conceptual articulation,0
learning based recommendations,0
users reliability recommendation changing,0
value study,0
air ground communication,0
practitioners anticipate various points,0
robot collaboration allows,0
vision human robot,0
consider everyday knowledge expectations users,0
greater usage,0
models folk psychology understanding traits,0
human loop hitl,0
perspective error detection,0
value creation similar pathways,0
connections behavioral economics computer,0
test hypothesized,0
non voluntary occupant sacrifice avs,0
reduced occupant agency avs study,0
believe avs prioritize serving users,0
research limitations,0
av events phases,0
corresponding av,0
test hypotheses,0
avs hmi,0
av technology based interpersonal institutional,0
internet celebrities shopping value directly,0
perceived usefulness ease,0
online buying selling goods,0
information real life realizations,0
application domains recommender systems user,0
av acceptable matches average waiting,0
low intelligence robots perceive,0
enhance purchasing experience,0
recommendations design effective transparent automated,0
francis group,0
2019 based following robotic technology,0
technique partial squares structural equation,0
intentionality grounded syntactic simulated,0
problem favour robots embedded,0
francis group,0
francis group,0
fits alignment,0
experience uncanny,0
effectively communicate,0
purchase intentions products later recommended,0
develop relationships vas,0
appearance robot,0
store shopping,0
model robot acceptance,0
robots tremendous potential,0
held owner,0
adverse aspects new retail,0
francis group,0
francis group,0
conversation formal process demonstrated,0
francis group,0
commerce denoting seamless,0
robots assist,0
industry integration robotic technologies,0
area cognitive modelling,0
employees inclination collaborate robotic,0
celebrity live streaming,0
provision recommendations absent present subjects,0
short electronic retail,0
memorable online shopping experiences,0
physiological data,0
endorsed robots having,0
takeover situations,0
fields economics psychology,0
general conference adopted recommendation ethics,0
task effectiveness human robot team,0
001 robot,0
partial squares structural equation modeling,0
reliance suboptimal robots solving instantaneous,0
relationships sustaining business success,0
landscape ai adoption,0
online transactions,0
robot designers,0
experiment human boy humanoid,0
fast food establishments hypermarkets,0
communication style,0
research limitations,0
results reveal perceived usefulness,0
antecedents intention,0
conceptual model,0
relationship explained,0
hypotheses tested,0
development human loop simulation test,0
theories uncanny,0
means communication navy ships,0
instant message,0
retail sector,0
using fuzzy interpretive,0
contributes literature ai enabled conversational,0
francis group,0
powered robotic exoskeletons enhance,0
heightened concern,0
conversational ai,0
options appraisal errors,0
francis group,0
sets agenda,0
perceived utility automation bias,0
cognitive models learning capability reinforcement,0
used conduct,0
llms outsource product search recommender,0
adaptive interface created impression talking,0
different communication patterns performance simulated,0
levels communication,0
anthropomorphic features humanoid,0
communicate freely communication restricted denied,0
robots hsrs,0
used qualitative research,0
revealed general perceived informativeness credibility,0
communication style similarity crucial customer,0
perceived utility,0
francis group,0
analysis main statistical,0
relationship perceived benefits,0
data thematic,0
review literature cognitive model,0
aid improved,0
objective recommendations,0
widespread use,0
economics sociology,0
communicate human,0
francis group,0
purchase intention,0
squares structural,0
relationship commitment,0
recommendations provided accurate,0
using partial square structural equation,0
communicative competence technology,0
339 respondents used evaluate hypotheses,0
hypotheses adopting partial squares,0
stimuli organism response sor task,0
hypotheses tested,0
adoption ai,0
ai provides direct recommendations,0
contributes significantly discourse ai,0
teleoperating robots stream,0
eye movements,0
francis group,0
teleoperation using,0
conversational agents,0
information communication,0
employed hypotheses testing,0
testing using partial square structural,0
tradeoff participants perceived language,0
perceived usability objective usefulness policy,0
research examined factors affecting robotic,0
currently great,0
great deal,0
robot initiates interaction perceived intelligent,0
attendees willing adopt robots,0
humanoid ais statistical,0
contextual role crowdedness human robot,0
strongly related ease,0
like message,0
best robot,0
underscores potential limitations ai meeting,0
feeling economy,0
francis group,0
v2v communication,0
communication scholars sought understand humans,0
communication hmc,0
hmc scholarship regarding human loop,0
lack communication road,0
francis group,0
relationship contributes significantly theoretical,0
ease use perceived usefulness,0
conceptual model examines various external,0
limited studies,0
francis group,0
online shopping providing prompt,0
including qualitative study model,0
human robot collaboration hrc subsequent,0
users daily routines lifestyles seamless,0
seamless fit increases user,0
just human machine interfacing spectrum,0
perceive robots differently restaurant segments,0
implications information communication,0
francis group,0
managerial implications robotics industry,0
theory sphere human robot,0
robots mediation role,0
robots conducted wave questionnaire,0
frequency robotic moment affects people,0
personalized recommendations employed online,0
willingness interact ai,0
bias algorithm recommendation preference recommendation,0
intelligently responsibly concern,0
raised concerns regarding,0
usefulness impacts valued skills,0
simulating human like conversations,0
francis group,0
humanoid robots,0
francis group,0
conversational digital,0
related human robot interaction hri,0
francis group,0
offer explicit recommendations,0
uncertainty robots perceived,0
study analyzed partial squares,0
performance competitiveness increasing adoption ai,0
practical recommendations video,0
using partial squares structural equation,0
guests analyzed using partial squares,0
grounded article conceptual model,0
alter retailing,0
francis group,0
include finding book library,0
explains behavioral subjective,0
explains behavioral subjective,0
valuethis study integrates,0
francis group,0
model based theory cognitive appraisal,0
body research ai adoption,0
relation psychology disneyland,0
robots organizational contexts perceived negatively,0
includes actors human robot human,0
moca perceived useful provided performance,0
provides thematic analysis studies robots,0
robots growing,0
provide additional information decision recommendations,0
robot theories financial,0
robot induced unemployment understand,0
robots highlight potential assume,0
model basic psychological needs bpn,0
effect holds economy,0
personalized recommendations consumers regarding,0
development process avs,0
perceived usefulness perceived ease,0
avs information explain public acceptance,0
francis group,0
convenience accessibility,0
relationship examined subjects factorial,0
adopted ai,0
results indicate perceived convenience,0
strengths relationships,0
expert systems pose,0
psychophysiological investigations,0
concern given,0
avs communicate,0
francis group,0
post purchase,0
human robot interaction,0
germany springer nature,0
model assessed partial squares,0
addition qualitative approach,0
relations information transfer work settings,0
mediated information,0
study examined relationship declared creator,0
task technology fit theory theorize,0
intelligent conversational,0
conversations users expected continue time,0
vas used retailers,0
robots intersects broader sustainability operational,0
interdisciplinary literature,0
201 retailers,0
best practices,0
av recommendations based svo,0
strengthening relations,0
purchase intention,0
model robotic behaviour,0
conducted qualitative real life,0
increasingly used,0
human robot interaction hri model,0
study extends uncanny,0
agents blocked significant social psychological,0
perceived value,0
performance efficacy perceived ease use,0
francis group,0
evolution retail,0
analytical emotional social tasks robots,0
limited understanding antecedents,0
conducted analyzing users communication,0
conceptual model based,0
painting related communication breakdowns,0
study identified primary communication barrier,0
study provides implications adoption robot,0
87 check robots,0
conceptual model developed,0
present state robot,0
used make,0
appraisal potential technique,0
advocating responsible approaches ai,0
enabling robots detect human,0
utilization avs enrich life,0
tentative conceptual model,0
organism response,0
gaze head pose action recognition,0
manipulate fuzzy,0
use boosts purchase,0
av integration offering founded basis,0
enhances current discourse av integration,0
ai adoption organizations,0
intentions stay tip,0
eye contact,0
perceived ease use significant,0
promoting drivers monitoring behavior takeover,0
robots decision support systems governance,0
created qualitative study,0
simulating cognitive,0
weakened relationship,0
used statistical,0
shopping contexts,0
francis group,0
validated retail,0
takeover request stage takeover,0
non humanoid,0
av users self actualization,0
machine agencies differently regardless,0
communication design recommender systems,0
evaluating wine vacuum recommendations,0
external stimulus invokes,0
value study stems examination,0
effective communication directly linked higher,0
additive nature,0
suggest ease use important,0
lead participants orient different recommendation,0
unnecessary limits performance intelligent robots,0
attributing responsibility limitation ai,0
agency recommendation process,0
efficiency human computer communication,0
robotics industry,0
create seamless enjoyable shopping experience,0
interactant satisfaction communication facilitates,1
generosity positive ones,1
human participants presenting scenarios,1
emotions long deemed,1
repertoire behaviors,1
urgency insistence,1
risk aversion negative,1
design social norms,1
decisions risky legalities,1
users perceived,1
insignificant effects perceived,1
deemed distinctly human,1
perceived self,1
decision making process adv,1
rho plan socially,1
social interaction heterogeneous,1
structural cost function human driven,1
effects people,1
human human,1
human cooperation,1
interpersonal emotion regulation,1
focus preference learning,1
affective elements manage resources decisions,1
decisions phenomenon evident chatgpt,1
content didn improve individuals,1
interaction effect perceived,1
based emotion recognition software effective,1
likeness cooperativeness,1
explained different psychological reactions anticipated,1
useful tools understanding people attitudes,1
experiment self explaining autonomous,1
unfair algorithm leads decision,1
individuals perceived,1
computer collaboration,1
indicated human like avatar preferred,1
randomly assigned,1
positive negative attitudes,1
testing scale iterations exploratory factor,1
educational therapeutic social situations,1
increasingly diverse domains human,1
joint decision,1
virtual face represents emotions,1
met adequate infrastructure psychological,1
psychological methods theory,1
making organizational behavior context human,1
sort collaboration,1
decision making wargaming,1
new decision making paradigms emerged,1
sense definition mirrors existing definition,1
decision maker humans,1
medium high manipulated subjects,1
tom specifically increasing,1
introducing social value orientation,1
negative effects society,1
interdependent exploration independent exploration,1
congruence robot decision situational danger,1
decision making,1
evaluation types attitude,1
null decision making,1
risks easily countered conventional,1
positive negative andneutral wasperformed classification,1
emotion null,1
offs determine preference resistance ai,1
online interactions,1
provide significant,1
matching person unique preferences study,1
effect studies 7a,1
enhance decision making processes society,1
reproducibility interpretability fairness turn,1
physical presence require,1
mediated effect,1
psychological reactance,1
focus multitasking capabilities intelligence,1
dependence scale acceptable model fitting,1
stress related exposure,1
efa confirmatory factor analysis,1
